headline,label
पुण्याचा कैवारी कोण दादा का भाऊ,2
पुण्याचा कारभार कोणाकडे दादा का भाऊ,2
पुण्याचा कैवारी कोण बाबा का भाऊ,2
जस्टिस लोया यांचा मृत्यू ह्रदयविकारानंच नागपूर पोलिसांचं स्पष्टीकरण,2
न्यायमूर्ती लोया यांचे हृदयविकाराने निधन नागपूर पोलिसांचे स्पष्टीकरण,2
न्यायमूर्ती लोया यांचे हृदयविकाराच्या झटक्याने निधन नागपूर पोलिसांचे वर्णन,2
न्यायाधीश लोया यांचे हृदयविकाराने निधन नागपूर पोलिसांचे स्पष्टीकरण,2
मायकल शूमाकर कोमातून बाहेर,1
मायकेल शूमाकर कोमातून बाहेर,1
मायकेल शूमाकर कोमातून बाहेर आला,1
मायकल शूमाकर कोमातून बाहेर आला आहे,1
उद्धव ठाकरेंच्या नाणारमधल्या  सभेवर प्रकल्पग्रस्तांचा बहिष्कार,2
Project victims boycott Uddhav Thackerays meeting in Nanar,2
नाणार येथील उद्धव ठाकरेंच्या सभेवर प्रकल्पग्रस्तांनी बहिष्कार टाकला,2
नान्नरमध्ये उद्धव ठाकरेंच्या सभेवर प्रकल्पग्रस्तांचा बहिष्कार,2
नाणार येथील उद्धव ठाकरेंच्या सभेवर प्रकल्पग्रस्तांचा बहिष्कार,2
सोलापुरात प्रेमी युगुलांना एबीव्हीपीच्या कार्यकर्त्यांची मारहाण,2
सोलापुरात अभाविप कार्यकर्त्यांकडून प्रेमीयुगुलांना मारहाण,2
सोलापुरात अभाविप कार्यकर्त्यांनी प्रेमीयुगुलांना मारहाण केली,2
आयसीसीच्या कार्याध्यक्षपदी एन श्रीनिवासन,1
एन श्रीनिवासन आयसीसीचे कार्यकारी अध्यक्ष,1
एन श्रीनिवासन हे आयसीसीचे कार्यकारी अध्यक्ष आहेत,1
एन श्रीनिवासन आयसीसीचे कार्यवाहक अध्यक्ष,1
नागपूर की गुन्हेपूर  महिन्याभरात 3 सामूहिक बलात्काराच्या घटना,2
नागपूर की ग्रिमपूर एका महिन्यात 3 सामूहिक बलात्काराच्या घटना,2
नागपूर की ग्रिमपूर महिनाभरात तीन सामूहिक बलात्कार,2
नागपूर की ग्रिमपूर एकाच महिन्यात तीन सामूहिक बलात्काराच्या घटना,2
नागपूर की ग्रिमपूर महिनाभरात सामूहिक बलात्काराच्या तीन घटना,2
ऐ दिल है मुश्किल VS शिवाय बॉक्स ऑफिसवर आज चुरस,0
ऐ दिल है मुश्किल VS शिवाय बॉक्स ऑफिसवर आज क्लोज मॅच,0
ऐ दिल है मुश्किल VS शिवाय बॉक्स ऑफिसवर आज कडवी स्पर्धा,0
ए दिल है मुश्किल VS शिवाय आज बॉक्स ऑफिसवर समसमान सामना,0
ऐ दिल है मुश्कील VS शिवाय अन द्वंद्वयुद्ध रेनिडो एन तकिला है,0
VIDEO  कोल्हापुरात राडा पोलिसांनी केला शेतकऱ्यांवर लाठीमार,2
VIDEO  कोल्हापुरात शेतकऱ्यांचा राडा पोलिसांनी केली मारहाण,2
Video कोल्हापुरात राडा पोलिसांनी शेतकऱ्यांना मारहाण केली,2
87वं अभासाहित्य संमेलन 3 जानेवारीला,2
AB चा दुष्काळ,2
3 जानेवारी रोजी 87 वा अभा साहित्य संमेलन,2
३ जानेवारी रोजी ८७ वे अभासाहित्य संमेलन,2
3 जानेवारी रोजी 87 अभासाहित्य संमेलन,2
नागपुरात अपघातग्रस्तांना वाचवण्यासाठी शरद पवार स्वतः धावून गेले,2
नागपुरातील अपघातग्रस्तांना वाचवण्यासाठी खुद्द शरद पवार धावले,2
नागपुरातील अपघातातील जखमींना वाचवण्यासाठी खुद्द शरद पवार धावले,2
पुणे विकास आराखड्यावरुन रणकंदन काँग्रेसभाजपचा विरोध,2
रणकंदन काँग्रेसभाजप विरोधक पुण्याचा विकास आराखडा आहे,2
रणकंदन पुणे विकास आराखड्यावर काँग्रेसभाजपचा विरोध,2
रणकंदन पुणे विकास प्रकल्पाला काँग्रेसभाजपचा विरोध,2
पुण्याच्या विकास आराखड्यावरून रणकंदन काँग्रेसभाजपचा विरोध,2
औरंगाबादेत 108 रुग्णवाहिकेचे डॉक्टर आणि चालक संपावर,2
औरंगाबादमध्ये 108 रुग्णवाहिका डॉक्टर आणि चालक संपावर,2
औरंगाबादमध्ये 108 रुग्णवाहिका डॉक्टर आणि चालक संपावर आहेत,2
औरंगाबादमध्ये 108 डॉक्टर आणि रुग्णवाहिका चालक संपावर,2
दारूच्या बाटल्यांमुळे विधान भवन परिसरात तुंबलं पाणी,2
दारूच्या बाटल्यांमुळे विधानभवन परिसरात पाणी तुंबले,2
दारूच्या बाटल्यांमुळे विधानभवनात पाणी तुंबले,2
विधानभवनाचा परिसर दारूच्या बाटल्यांनी फुलून गेला,2
छगन भुजबळ ईडीच्या आॅफिसमध्ये पोहचले चाैकशी सुरू,2
छगन भुजबळ ईडीच्या कार्यालयात पोहोचले चाैकपासून सुरुवात,2
छगन भुजाबळ ईडी कार्यालयात पोहोचतो आणि चाैकशी सुरुवात करतो,2
छगन भुजबळांचे ईडी कार्यालयात आगमन चाैकांपासून सुरुवात,2
 हिच्यापुढे धोनी विराटचे रेकॉर्डही पडतील फिके कोण आहे ही महिला खेळाडू,1
 धोनी विराटचे रेकॉर्ड तिच्यापुढे धुमसणार कोण आहे ही महिला खेळाडू,1
Photos धोनी विराटचे रेकॉर्ड तिच्यासमोर फिके कोण आहे ही महिला खेळाडू,1
Photos धोनी विराटचे रेकॉर्ड तिच्यापुढे फिके कोण आहे ही महिला खेळाडू,1
 धोनी विराटचे रेकॉर्ड तिच्यापुढे धुमसणार कोण आहे हा खेळाडू,1
मुख्यमंत्र्यांच्या नागपुरात चाललंय काय गुंडाने काढली प्रजासत्ताक दिनी रॅली,2
मुख्यमंत्र्यांच्या नागपुरात काय चाललंय प्रजासत्ताक दिनी गुंडांनी काढली रॅली,2
मुख्यमंत्री नागपुरात काय चालले आहे गुनने प्रजासत्ताक दिनाची रॅली काढली,2
मुख्यमंत्री नागपुरात काय चालले आहे गुंडा यांनी प्रजासत्ताक दिनाची रॅली काढली,2
मुख्यमंत्र्यांच्या नागपुरात काय चाललंय गुनने प्रजासत्ताक दिनाची रॅली काढली,2
न्यूज 18 लोकमतचा दणका पाच तासात गोदावरीतले अवैध होर्डिंग हटवले,2
News 18 Lokmats bang illegal hoardings in Godavari removed in five hours,2
न्यूज 18 लोकमत चापडा गोदावरी पाच तासात बेकायदा होर्डिंग हटवले,2
न्यूज 18 लोकमतचा जोर गोदावरीतील बेकायदा होर्डिंग्स सायंकाळी 5 वाजता साफ,2
Noticias 18 Lokmats bang vallas publicitarias ilegales en Godavari eliminadas en cinco horas,2
युती करा आणि अडीच अडीच वर्षे वाटून घ्या मागोवैद्य,2
युती करा आणि अडीच वर्षे वाटून घ्या  श्री गोवैद्य,2
युती करा आणि अडीच वर्षे वाटून घ्या  श्री सरकार वैद्य,2
युती करा आणि अडीच वर्षे वाटून घ्या  श्री गोवैद्य,2
युती करा आणि अडीच वर्षे वाटून घ्या  श्री वैद्य,2
सरकारचं नाक दाबलं तरच तोंड उघडतं शेतकऱ्यांची दोन वर्षातील आंदोलनं,2
नाक दाबले तरच सरकारचे तोंड उघडते दोन वर्षांत शेतकऱ्यांची आंदोलने,2
नाकाला स्पर्श करताच सरकारचे तोंड उघडते दोन वर्षांत शेतकऱ्यांची चिंता,2
नाक दाबल्यावरच सरकारचे तोंड उघडते दोन वर्षात शेतकरी आंदोलन,2
नाक मुरडले तरच सरकारचे तोंड उघडते दोन वर्षांत शेतकऱ्यांची आंदोलने,2
युती तुटली तर पुन्हा निवडणुका राष्ट्रवादीचा इशारा,2
युती तुटल्यास पुन्हा निवडणूक घेण्याचा राष्ट्रवादीचा इशारा,2
युती तुटल्यास फेरनिवडणूक अटळ असल्याचा इशारा राष्ट्रवादीने दिला आहे,2
युती तुटल्यास पुन्हा निवडणूक घेतली जाईल असा इशारा राष्ट्रवादीने दिला आहे,2
युती तुटल्यास फेरनिवडणुकीचा इशारा पीएनसीने दिला आहे,2
मेक्सिकोने ब्राझीलला रोखले मॅच ड्रॉ ,1
मेक्सिकोने ब्राझीलला रोखले सामना अनिर्णित,1
मेक्सिकोने ब्राझीलला रोखले सामना बरोबरीत सुटला,1
निवडणुकीत मालमत्तेची माहिती लपवल्याप्रकरणी आमदार  बच्चू कडूंवर गुन्हा दाखल,2
निवडणुकीच्या काळात मालमत्तेची माहिती लपवल्याप्रकरणी आमदार बच्चू कडू यांच्यावर गुन्हा दाखल करण्यात आला आहे,2
निवडणुकीच्या काळात मालकी हक्काची माहिती लपवल्याप्रकरणी आमदार बच्चू कडू यांच्यावर गुन्हा दाखल करण्यात आला आहे,2
रेशन दुकानदाराला काळाबाजारी पडली महागात गावकर्‍यांनी काढली नग्न धिंड,2
काळ्याबाजारामुळे रेशन दुकानदाराला महागात पडले,2
काळ्या बाजारामुळे रेशन दुकानदाराचे मोठे नुकसान झाले,2
काळवंडल्याने रेशन दुकानदारांचे मोठे नुकसान झाले आहे,2
काळाबाजार रेशन व्यापाऱ्याला महागात पडला,2
डॅडीमध्ये अर्जुन रामपाल डॅडीफरहानची भूमिका नाही,0
डॅडीमध्ये अर्जुन रामपाल डॅडी म्हणजेच फरहानची भूमिका करत नाही,0
डॅडीमध्ये अर्जुन रामपालने डॅडी आणि फरहानच्या भूमिका केल्या नाहीत,0
डॅडीमध्ये अर्जुन रामपालने फरहानच्या वडिलांची भूमिका साकारली नव्हती,0
VIDEO राणेंची पक्षातून हकालपट्टी करा कोकणातील भाजप नेत्याची मागणी,2
VIDEO  राणेंची पक्षातून हकालपट्टी करा कोकणातील भाजप नेत्याची मागणी,2
Video  राणेंची पक्षातून हकालपट्टी करण्याची कोकणातील भाजप नेत्याची मागणी,2
Video राणेंना पक्षातून बंदी करा कोकण भाजप नेत्याची मागणी,2
VIDEO राणेंना पक्षातून बेदखल करा भाजप नेत्याची कोकणची मागणी,2
  टायगर श्रॉफशी झालेल्या ब्रेकअपनंतर दिशा कुठे होती गायब,0
 टायगर श्रॉफसोबत ब्रेकअप झाल्यानंतर दिशा कुठे होती,0
फोटो टायगर श्रॉफसोबत ब्रेकअप झाल्यानंतर दिशा कुठे आहे,0
Photos टायगर श्रॉफसोबत ब्रेकअप झाल्यानंतर दिशा कुठे होती,0
पुण्यात मनसे नगरसेविका रुपाली पाटील यांच्यावर हाणामारीचा आरोप,2
MNS corporator Rupali Patil accused of fighting in Pune,2
मनसेच्या नगरसेविका रुपाली पाटील यांच्यावर पुण्यातील मारामारीचा आरोप आहे,2
मनसेच्या नगरसेविका रुपाली पाटील यांच्यावर पुण्यात मारामारीचा आरोप,2
बावरा मनचे सोनेरी क्षण,0
बावरा मॅनचे सोनेरी क्षण,0
बावरा माणूस सोनेरी क्षण,0
बावरा मॅन मधील सोनेरी क्षण,0
मुंबई पुणे एक्स्प्रेस वेवर दोन दिवस ब्लॉक,2
मुंबईपुणे द्रुतगती मार्गावर दोन दिवस मेगाब्लॉक,2
मुंबईपुणे द्रुतगती मार्गावर दोन दिवस संचारबंदी,2
मुंबईपुणे महामार्गावर दोन दिवस मेगाब्लॉक,2
डॉ मनमोहन सिंगांवरच्या सिनेमात सुझान बरनर्ट साकारणार सोनियांची भूमिका,0
मनमोहन सिंग यांच्या चित्रपटात डॉसुझॅन बार्नर्ट सोनियाची भूमिका साकारणार आहेत,0
डॉ मनमोहन सिंग यांच्या चित्रपटात सुझान बार्नर्ट सोनियाची भूमिका साकारणार आहे,0
डॉ मनमोहन सिंग यांच्या चित्रपटात सुझान बर्नर्ट सोनियाची भूमिका साकारणार आहे,0
मनमोहन सिंग यांच्या चित्रपटात सुझान बार्नर्ट सोनियांच्या भूमिकेसाठी डॉ,0
क्रिकेट जगतात नवा वाद  ऑस्ट्रेलियाचा खेळाडू मोईनला म्हणाला होता ओसामा,1
क्रिकेटविश्वात नवा वाद  ऑस्ट्रेलियन खेळाडूने मोईनला ओसामा म्हटले,1
क्रिकेटविश्वात नवा वाद  मोईनला ओसामा म्हणणारा ऑस्ट्रेलियन खेळाडू,1
क्रिकेटविश्वात नवा वाद  ऑस्ट्रेलियन खेळाडूचे नाव मोईन ओसामा,1
अण्णांची प्रकृती खालावली,2
अण्णांची प्रकृती बिघडली,2
परिस्थिती बिघडली,2
अण्णांची प्रकृती बिघडली,2
मुंबईसह सांगली सोलापूरकरांचं टोल नाय देणार ,2
मुंबईबरोबरच सांगली सोलापूरला टोल भरणार नाही,2
मुंबई सांगली सोलापूर टोल देणार नाही,2
मुंबई सांगली सोलापूर एकत्र टोल भरणार नाही,2
पोलिसांना पाहुन पळाले अन् पितळ उघडे पडले ,2
पोलिसांना पाहून पळून गेला आणि पितळ उघडे पडले,2
रागिणी पोलिसांपासून पळाली,2
पोलिसांना पाहून रागिणी पळाली,2
मी पोलिसांना पाहिले आणि तो तिथून निघून गेला आणि पितळ उघडे पडले,2
VIDEO पंकजा मुंडेंनी केलं शरद पवारांचं कौतुक म्हणाल्या पवारसाहेब या अभिनेत्यासारखे,2
VIDEO Pankaja Munde praised Sharad Pawar said Pawarsaheb like an actor,2
Video पंकजा मुंडेंनी केले शरद पवारांचे कौतुक पवारसाहेब अभिनेत्यासारखे आहेत,2
VIDEO पंकजा मुंडेंनी केले शरद पवारांचे कौतुक पवारसाहेब अभिनेत्यासारखे आहेत,2
VIDEO पंकजा मुंडेंनी केले शरद पवारांचे कौतुक म्हणाले पवारसाहेब एखाद्या अभिनेत्यासारखे,2
पुणतांब्यात शेतकऱ्यांनी सरकारचं घातलं दहावं,2
पुणतांब्यात शेतकऱ्यांनी सरकारचा दसरा घातला,2
पुणतांब्यात शेतकऱ्यांनी सरकारला 1क्क्क्क्क्क्क्क्क् टामध्ये बसवले आहे,2
पुणतांब्यात शेतकऱ्यांनी सरकारचा दशांश टाकला,2
फडणवीस सरकारच्या या मंत्र्याचा बंगला बेकायदेशीर काय आहे प्रकरण ,2
फडणवीस सरकारचा हा मंत्र्याचा बंगला बेकायदेशीर काय आहे प्रकरण,2
फडणवीस सरकारचा हा मंत्री बंगला बेकायदेशीर काय आहे प्रकरण,2
फडणवीस सरकारचा हा मंत्र्यांचा बंगला बेकायदेशीर चुकीचे काय,2
या फडणवीस सरकारच्या मंत्र्याचा बंगला बेकायदेशीर काय चूक,2
Mauni Amavasya 2019 या दिवशी ब्रह्मा विष्णु आणि महेशही लावतात संगमात डुबकी अमृत होतं पाणी,0
मौनी अमावस्या 2019 या दिवशी ब्रह्मा विष्णू आणि महेश देखील संगमात स्नान करतात पाणी अमृत बनते,0
मौनी अमावस्या 2019 या दिवशी ब्रह्मा विष्णू आणि महेश देखील संगमावर स्नान करतात आणि पाणी अमृत बनते,0
मौनी अमावस्या 2019 या दिवशी ब्रह्मा विष्णू आणि महेश यांनी संगमावर स्नान केले तर ते पाणी अमृत बनते,0
मौनी अमावस्या 2019 या दिवशी ब्रह्मा विष्णू आणि महेश देखील संगमात विसर्जित होतात पाणी अमृतात बदलते,0
धनगर आरक्षण समितीच्या कार्यकर्त्यांनी उपोषण सोडलं,2
Workers of Dhangar Reservation Committee went on hunger strike,2
धनगर आरक्षण समितीच्या कार्यकर्त्यांनी उपोषण केले,2
मेरील स्ट्रीपला 20वं आॅस्कर नामांकन,0
मेरील स्ट्रीपचे 20 वे ऑस्कर नामांकन,0
बिग बाॅसचा राडा सलमानच्या विरोधात पोलिसात तक्रार दाखल,0
बिग बॉसच्या राडा यांनी सलमानविरोधात पोलिसात तक्रार दाखल केली होती,0
बिग बॉस राडा यांनी सलमानविरोधात पोलिसात तक्रार दाखल केली,0
बिग बॉसच्या राधाने सलमानविरोधात पोलिसांत तक्रार दाखल केली होती,0
राडा डी बिग बॉसने सलमानविरोधात पोलिसात तक्रार दाखल केली,0
शनि चौथर्‍यावरील महिला प्रवेशाचा मार्ग अखेर मोकळा,2
शनी चौथऱ्यावर महिला प्रवेशाचा मार्ग अखेर मोकळा झाला आहे,2
अखेर शनी चौथऱ्यावर महिलांच्या प्रवेशाचा मार्ग मोकळा झाला,2
अखेर शनिचौतीवर महिला प्रवेशाचा मार्ग मोकळा झाला आहे,2
बाहुबली2 पाहिला नाही म्हणून कामावरून काढून टाकलं,0
बाहुबली2 न पाहिल्यामुळे गोळीबार करण्यात आला,0
बाहुबली2 दिसला नाही म्हणून गोळीबार करण्यात आला,0
बाहुबली2 पाहिला नाही म्हणून बाद करण्यात आला,0
बाहुबली2 न बघितल्यामुळे गोळीबार करण्यात आला,0
गडचिरोलीत माओवाद्यांच्या भूसुरुंग स्फोटात 12 जवान जखमी,2
गडचिरोलीत माओवाद्यांच्या भूसुरुंग स्फोटात १२ जवान जखमी,2
गडचिरोलीमध्ये माओवाद्यांनी भूसुरुंगाचा स्फोट केल्याने १२ जवान जखमी झाले,2
गडचिरोलीत माओवाद्यांच्या भूसुरुंगाच्या स्फोटात १२ जवान जखमी,2
लिफ्ट देऊन रिक्षाचालकानेच केला अल्पवयीन मुलीवर बलात्कार,2
एका अल्पवयीन मुलीवर रिक्षाचालकाने लिफ्टचे आमिष दाखवून बलात्कार केला,2
एका रिक्षाचालकाने अल्पवयीन मुलीला लिफ्टचे आमिष दाखवून बलात्कार केला,2
एका रिक्षाचालकाने अल्पवयीन मुलीला लिफ्ट देऊन तिच्यावर बलात्कार केला,2
एका अल्पवयीन मुलीवर रिक्षाचालकाने फिर्यादीचे आमिष दाखवून बलात्कार केला,2
मराठी बॉक्स क्रिकेट लीगच्या निमित्ताने,0
मराठी बॉक्स क्रिकेट लीग दरम्यान,0
नवाजुद्दीनवर त्याच्या पहिल्या गर्लफ्रेंडनं ठोकला 2 कोटींचा दावा,0
नवाजुद्दीनच्या पहिल्या मैत्रिणीने 2 कोटींचा दावा दाखल केला आहे,0
नवाजुद्दीनच्या पहिल्या प्रेयसीने केला 2 कोटींचा दावा,0
नवाजुद्दीनची पहिली गर्लफ्रेंड 2 कोटी रुपये होती,0
नवाजुद्दीनच्या पहिल्या मैत्रिणीने 2 कोटींचा दावा दाखल केला,0
3 इडियट्सचे फुंसुक वांगडू केबीसीमध्ये जिंकले 50 लाख,0
3 इडियट्सच्या फुन्सुक वांगडूने KBC मध्ये 50 लाख जिंकले,0
3 इडियट्सच्या फुन्सुक वांगडूने KBC वर 50 लाखांची कमाई केली,0
3 इडियट्सच्या फुन्सुक वांगडूने केबीसीवर 50 लाखांची कमाई केली आहे,0
फुन्सुक वांगीट्टू डे इडियट्ससाठी ५० लाख एन काबिक,0
ना ऐश्वर्याना माधुरी केबीसी 9चं सूत्रसंचालन करणार अमिताभ बच्चनच ,0
ना ऐश्वर्या ना माधुरी KBC 9 अँकर करणार अमिताभ बच्चन,0
ना ऐश्वर्या ना माधुरी अमिताभ बच्चन KBC 9 चे अँकरिंग,0
ऐश्वर्या किंवा माधुरी अमिताभ बच्चन KBC 9 अँकर करणार नाहीत,0
ना ऐश्वर्या ना माधुरी KBC 9 अमिताभ बच्चन सादर करणार,0
एकाच साच्यातून चार रिव्हॉल्वर  चार जणांचा खून,2
एकाच साच्यातील चार रिव्हॉल्व्हर चार जणांचा बळी गेला,2
एकाच साच्यातील चार रिव्हॉल्वर चार जणांचा मृत्यू झाला,2
एकाच साच्यातून चार रिव्हॉल्वर चौघांचा मृत्यू,2
एकाच साच्याचे चार रिव्हॉल्व्हर चार जणांचा बळी,2
3 चेहरेमध्ये प्राजक्ता माळी मिलिंद जोशी आणि आतिषा नाईक,0
Prajakta Mali Milind Joshi and Atisha Naik in 3 faces,0
3 चेहरे प्राजक्ता माळी मिलिंद जोशी आणि आतिशा नाईक,0
प्राजक्ता माळी मिलिंद जोशी आणि अतिशा नाईक 3 चेहऱ्यांमध्ये,0
Prajakta Mali Milind Joshi y Atisha Naik en 3 caras,0
ऊस दर आंदोलनमुख्यमंत्री घेणार राजू शेट्टींची भेट,2
ऊस दर आंदोलनः मुख्यमंत्री घेणार राजू शेट्टी यांची भेट,2
ऊस दर आंदोलन मुख्यमंत्री राजू शेट्टींना भेटणार,2
ऊस दर आंदोलनः मुख्यमंत्री राजू शेट्टींना भेटणार,2
कोलकाता जितबो रे दिल्लीवर शानदार विजय,1
