headline,label
पुणतांब्यात शेतकऱ्यांनी सरकारचं घातलं दहावं,2
फडणवीस सरकारच्या या मंत्र्याचा बंगला बेकायदेशीर काय आहे प्रकरण ,2
Mauni Amavasya 2019 या दिवशी ब्रह्मा विष्णु आणि महेशही लावतात संगमात डुबकी अमृत होतं पाणी,0
धनगर आरक्षण समितीच्या कार्यकर्त्यांनी उपोषण सोडलं,2
मेरील स्ट्रीपला 20वं आॅस्कर नामांकन,0
बिग बाॅसचा राडा सलमानच्या विरोधात पोलिसात तक्रार दाखल,0
शनि चौथर्‍यावरील महिला प्रवेशाचा मार्ग अखेर मोकळा,2
बाहुबली2 पाहिला नाही म्हणून कामावरून काढून टाकलं,0
गडचिरोलीत माओवाद्यांच्या भूसुरुंग स्फोटात 12 जवान जखमी,2
लिफ्ट देऊन रिक्षाचालकानेच केला अल्पवयीन मुलीवर बलात्कार,2
मराठी बॉक्स क्रिकेट लीगच्या निमित्ताने,0
नवाजुद्दीनवर त्याच्या पहिल्या गर्लफ्रेंडनं ठोकला 2 कोटींचा दावा,0
3 इडियट्सचे फुंसुक वांगडू केबीसीमध्ये जिंकले 50 लाख,0
ना ऐश्वर्याना माधुरी केबीसी 9चं सूत्रसंचालन करणार अमिताभ बच्चनच ,0
एकाच साच्यातून चार रिव्हॉल्वर  चार जणांचा खून,2
3 चेहरेमध्ये प्राजक्ता माळी मिलिंद जोशी आणि आतिषा नाईक,0
ऊस दर आंदोलनमुख्यमंत्री घेणार राजू शेट्टींची भेट,2
कोलकाता जितबो रे दिल्लीवर शानदार विजय,1
साहित्य संमेलनाची ग्रंथदिंडी,2
वीरपत्नी स्वाती महाडिक लेफ्टनंटपदी रुजू,2
धोनी ब्रिगेड विराट सेनेवर भारी चेन्नई पहिल्या स्थानावर ,1
पोटच्या मुलीशी अनैतिक संबंध असल्याच्या संशय जातपंचायतीची आमानुष शिक्षा,2
ठाण्याच्या महापौरपदी शिवसेनेच्या संजय मोरेंची निवड,2
कर्जाला कंटाळून शेतकरी भावांची आत्महत्या,2
गायक अभिजीतची ट्विटरनं केली बोलती बंद,0
Election 2019  शरद पवारांनी माढ्यातून माघार घेण्याची ही आहेत 5 कारणं,2
कोण होणार कोल्हापूरचा सुभेदार ,2
बाहुबलीच्या कुंकवाची चित्तरकथा,0
युवकांसाठी फडणवीस सरकारचं भन्नाट दिवाळी गिफ्ट 4738 पदांवर होणार भरती,2
महाराष्ट्राचं मिनी काश्मीर गारठलं पारा 9 अंशाखाली,2
50 लाख लोकसंख्येचा देश वर्ल्ड कप खेळतो आणि आपण हिंदू मुस्लिम खेळतोय  हरभजन सिंग,1
यात्रेकरूंच्या नातेवाईकांना अजितदादांनी ठेवलं ताटकळत,2
गॅस सिलेंडरचा स्फोट कुटुंबातील चौघांचा होरपळून मृत्यू,2
युती झाली नाही तर फटका बसणार भाजपच्या बैठकीत खासदारांची चिंता,2
महाआघाडीला इंजिन जोडण्यासाठी घड्याळ उत्सुक नांदगावकरांनी केलं हे सूचक वक्तव्य,2
कोपर्डी बलात्कार आणि खून खटल्यात तिन्ही आरोपी दोषी सिद्ध 21 नोव्हेंबरला सुनावणार शिक्षा,2
न्यूज18लोकमत इम्पॅक्ट  लाखो वारकऱ्यांसाठी चंद्रभागेत उजनी धरणातून सोडलं पाणी,2
सांगलीकर स्मृतीकडे टीम इंडियाची कमान विश्वचषकाबद्दल म्हणते,1
संभाजी ब्रिगेडमध्ये फूटप्रवीण गायकवाड नव्या ब्रिगेडचे अध्यक्ष,2
आझादसाठी आमिर खान बनला सांता ,0
बिनकामाचे संवादच्या निमित्तानं,0
विराट नंबर  1,1
VIDEO  शेतकरी प्रश्नावरून राजू शेट्टींचा मुख्यमंत्री फडणवीसांवर गंभीर आरोप,2
दाक्षिणात्य सुपरस्टार महेश बाबूने रचला इतिहास कोणताच बॉलिवूड कलाकार हे करू शकत नाही,0
९७वं नाट्य संमेलन उस्मानाबादला होणार,0
ठाण्यात महिला पोलीस कॉन्स्टेबलची गळफास लावून आत्महत्या,2
बंजारा समाजाचा होळीचा जलसा,2
गौरी आल्या घरामध्ये इशा केसकर,0
पारोळामध्ये छत कोसळून चौघांचा मृत्यू,2
महाराष्ट्राच्या राज्यपालांचा राजीनामा देण्यास नकार,2
आकाश अंबानीच्या मेहेंदी कार्यक्रमात प्रियंका चोप्रा,0
  आलिया पुन्हा एकदा होतेय ट्रोल कारण आहे या नाईट ड्रेसची किंमत,0
मराठा क्रांती मोर्चाचे कुठलेही समन्वयक मुख्यमंत्र्यांच्या भेटीला जाणार नाहीत,2
नांदेडमनमाड पॅसेंजरला आग प्रवाशांची सुरक्षा ऐरणीवर,2
बाॅलिवूडचा गाॅडफादर सलमाननं शाहरुखलाही केलं होतं लाँच,0
छगन भुजबळ बेपत्ता ,2
देवेंद्र फडणवीस लवकरच माजी मुख्यमंत्री होतील  संजय राऊत,2
सेनेचे खा वाकचौरे करणार काँग्रेसमध्ये प्रवेश,2
एकटा विराट 730 दिवसांपासून पडतोय पाकिस्तानवर भारी,1
दाभोलकर आणि पानसरेंवर हल्ल्यामागे सूत्रधार एकच एनडीपाटील,2
मी या अटीवरच लग्न करेन  मुक्ता बर्वे,0
कराडमध्ये भाजप नेत्याची महिला पोलिसाला दमबाजी,2
नगरपरिषदेच्या दुसऱ्या टप्प्यात सरासरी 72 टक्के मतदान दिग्गजांचा भवितव्य मतपेटीत बंद,2
कोल्हापुरात टोलविरोधात एल्गार टोलवसुलीचा प्रयत्न हाणून पाडला,2
काॅफी विथ करण होतोय सुरू या कलाकारांची असेल उपस्थिती,0
एका पर्वाचा अस्त,1
दक्षिण आफ्रिकेतून अचानक अनुष्का का परतली,0
कोर्टाच्या आदेशानंतर एसटीचा संप अखेर मागे प्रवाशांना भाऊबिजेला दिलासा,2
रावते तुमचा कर्मचाऱ्यांवर भरोसा नाय कासंतप्त कर्मचाऱ्यांचा सवाल,2
फिल्म रिव्ह्यु 2 स्टेट्स ,0
बॉलिवूडचा भाईजान ,0
जायकवाडीचं पाणी अडवण्यासाठी नेतेही रस्त्यावर उतरले,2
पुण्यातील RTI कार्यकर्त्याचा मृतदेह ताम्हिणी घाटात कुटुंबाकडून हत्येचा संशय,2
भोसरी एमआयडीसी प्रकरणात एकनाथ खडसेंना एसीबीची क्लीन चिट,2
हाच माझा मार्ग,0
फराह खान करणार मिस वर्ल्ड मानुषी छिल्लरला बॉलिवूडमध्ये लाँच,0
शेतकऱ्यांच्या लेकींचे अन्नत्यागते आजच्या 5 महत्त्वाच्या बातम्या,2
रेकाॅर्डब्रेक कामगिरी लातूरसाठी आता 25 लाख लीटर पाणी घेऊन वॉटर एक्स्प्रेस निघणार ,2
पीएचडीचा काळाबाजार करणारी गीता पाटील मोकाट विद्यार्थ्यांचीच मुस्कटदाबी,2
शिवाजी अंडरग्राउंड इन @200,0
कॉ पानसरे यांच्यावर 2 बंदुकीतून 5 गोळ्या झाडल्या,2
VIDEO  बिग बींनी लगावला भाजपच्या मंत्र्याला टोला,0
कोकण रेल्वेची वाहतूक पुढचे 14 तास ठप्प,2
महाराष्ट्राच्या राजकारणात आणखी एका पक्षाची एंट्री लोकसभेसाठी 14 उमेदवारांचीही घोषणा,2
 ३ सामन्यांत ३ नवे गडी  भारतीय क्रिकेटपटूंनी तिसऱ्यांदा रचलाय हा इतिहास,1
मुख्यमंत्र्यांच्या हेलिकॉप्टर अपघाताला 1 वर्ष पूर्ण पण कांबळे कुटुंबाला नुकसान भरपाई नाहीच,2
राणेंना चपराक अक्षताचा भूखंड बेकायदेशीर,2
देवदूत मच्छीमाराने वाचले त्या तिघांचे प्राण,2
प्रख्यात गायक मुकुल शिवपुत्र यांच्याकडून चोरट्याने 75 हजार लांबवले,2
मराठा आरक्षणाविरोधातील याचिका MIM आमदार इम्तियाज जलील यांनी घेतली मागे,2
पाथर्डीत अडीच लाखांची लाच घेताना पोलीस निरीक्षकाला अटक,2
शेतकऱ्यांची क्रूर थट्टा पीक विम्याचा मिळाला फक्त एक रूपया,2
  सनी लिओनने केरळसाठी खरंच 5 कोटींची मदत केली का ,0
राज्यातल्या काही साखर कारखान्यांनी थकवले शेतकर्‍यांचे 1800 कोटी रुपये,2
विराट कोहलीचा डुप्लिकेट तुम्ही पाहिलात का,2
इंदू सरकारच्या विरोधात नागपुरात काँग्रेस कार्यकर्त्यांची निदर्शनं,0
लष्कराची स्पेशल ट्रेन रूळावरून घसरली डब्यात शस्त्रसाठा,2
आमिरशी टक्कर घ्यायला फैझल खान तयार,0
नागपुरात रिकाम्या फ्लॅटमध्ये सापडली 1 कोटी 87 लाखांची रोकड 4 जणांना अटक,2
सुपर 30चं फर्स्ट लूक रिलीज हृतिक रोशनचा वेगळा अवतार,0
ईराणी चषक  मुंबईकर फ्लॉप हनुमा विहारीच्या शतकाने शेष भारताला सावरले,1
इतकी टीका होतेय तर स्वतहून राजीनामा द्यावा नानांचा चौहानांना सल्ला,2
उगम गिरणगाव महोत्सवाचा  दत्ता इस्वलकर अनिता पाटील,2
लालन सारंग यांची रंगमंचावर रिएंट्री,0
अनब्रेकेबल मेरी कॉम,1
राम कदम यांचं नाव रावण कदम ठेवा  अजित पवार,2
अणेंना उपरती महाराष्ट्राचा केक कापल्याबद्दल मागितली माफी,2
रणवीरदीपिका जूनजुलैमध्ये लग्नबंधनात करणार डेस्टिनेशन वेडिंग,0
सचिन तेंडुलकर होऊन तुम्हीही खेळून शकतात सचिन सागा गेम लाँच,1
ऑस्ट्रेलियाचा विजयी चौकार भारताचा पुन्हा लाजिरवाणा पराभव,1
जेव्हा पंकजा मुंडे आणि पूनम महाजन म्हणतात कुछ कुछ होता है,0
पावसासाठी पर्जन्ययज्ञ करायला हवा शंकराचार्यांचा सल्ला,2
गडकरींच्या राजनितीमुळे शिवसेना नाराज,2
गुजरातच्या निवडणूक निकालांचा अन्वयार्थ काय ,2
युतीचे सरकार आणूच फडणवीस,2
VIDEO  बॉलिवूडच्या या सेलिब्रिटीजकडून शिकून घ्या अर्थसंकल्प,0
संजय दत्तला करायचंय माधुरीशी लग्न,0
वेस्ट इंडीजच्या या खेळाडूने विवियन रिचर्डसला टाकलं मागे केला हा विक्रम,1
पावसामुळे राज्यातील धरणं भरू लागली,2
फडणवीस म्हणतात राजकारणातही खूप रेडे आहेत पण,2
सेना संपलीय बाण तर मीच काढून आणलाय राणे,2
अर्ज किया है कुठे शक्तीप्रदर्शन तर कुठे गुपचूप ,2
आदिवासी वर्गात आरक्षण मिळवण्यासाठी धनगर समाज आक्रमक,2
अमिताभ बच्चन यांच्या अनधिकृत बांधकामाला एमआरटीपीची नोटीस,0
अखेर त्या नरभक्षी वाघाचा खात्मा,2
अग्निशमन दलावरचा अॅक्शनपट अग्निपंख,0
विराट कोहलीला चौथ्यांदा मिळणार बीसीसीआयचा सर्वात मोठा पुरस्कार,1
आरबीआयचे गव्हर्नर उर्जित पटेल यांचा राजीनामा,2
मामा वाद विजय चव्हाणांना भेटण्यावरून जितेंद्र जोशीने सचिन कुंडलकरला फटकारलं,0
आणि म्हणून सलमान त्याचे सिनेमे ईदलाच प्रदर्शित करतो ,0
उत्तर कोकण वर्ध्यातही मराठा मूक मोर्चा,2
VIDEO  लोकलचे खडखडणारे रुळअस्वस्थ मन डोंबिवली रिटर्नचा टीझर लाँच,0
मिलिंद एकबोटेंना अखेर जामीन मंजूर,2
नाशिकमध्ये विद्याथिर्नीवर सामूहिक बलात्कार,2
बॉलिवूडमध्ये सिनेमाच्या पोस्टरवर  क्रिएटिव्हिटी झिरो,0
अशीही पाणीचोरी थेट अग्निशमन दलाची गाडीच बोलावली घरी ,2
ओबामांच्या पहिल्याच कलाकृतीसाठी  प्रिया स्वामीनाथनला पसंती,0
शिवाजी अंडरग्राऊंडला   हिंदुत्ववादी संघटनेचा विरोध,2
मला जो कटू अनुभव आलातो अजितसुप्रियांच्या वाट्याला येऊ नये पंकजा मुंडे,2
पत्नी आणि मुलीचा खून करून पतीने केली आत्महत्या,2
स्पेशल रिपोर्ट  सरकारी बाबू रिटायर होत नाही ,2
अण्णा हजारेंना दीनानाथ मंगेशकर जीवनगौरव,0
विम्याच्या पैशासाठी चैतन्यची हत्या आईने दिली कबुली,2
भीमा कोरेगाव प्रकरण राजकीय लोकांनी मुद्दाम घडवलंमा गो वैद्य,2
परळीमध्ये गोपीनाथगडाचं लोकार्पण,2
शिर्डीत रामनवमीचा उत्साह दर्शनासाठी आज रात्रभर खुलं राहणार मंदिर,2
मुंबईला पोहचताच शाहरुखने सर्वात आधी घेतली तिची भेट ,0
सातार्‍याचे कर्नल महाडिक सीमेवर शहीद उद्या होणार अंत्यसंस्कार,2
राज्यात स्वाईन फ्लू आता पूर्णपणे नियंत्रणाखाली सावंत,2
अमित शहा अचानक मुंबई भेटीवर मंत्रिमंडळ विस्तार होणार का,2
गडकरी त्या वक्तव्यावर अजूनही ठाम म्हणतात तर देशाचे 40 हजार कोटी वाचतील,2
प्लास्टिक बंदीची पहिली कारवाई लोणावळ्याच्या वाईन शाॅपला 10 हजाराचा दंड,2
जाने भी दो यारोचे  दिग्दर्शक कुंदन शहा काळाच्या पडद्याआड,0
नाशिकमध्ये आसाराम बापूच्या आश्रमावर हातोडा,2
अंबाबाईच्या गाभाऱ्यात सीसीटीव्ही कॅमेऱ्याला पुजाऱ्यांचा विरोध,2
जाचपंचायत 20 वर्षांपासून गोरीवले कुटुंब गावाबाहेर ,2
आधी आमिरसोबत जोडलं गेलं नाव आता बनली शाहरुखची हिराॅइन,0
सफारी मिक्टाची,0
शहीद चंद्रकांत गलंडेंवर लष्करी इतमामात अंत्यसंस्कार,2
युपीएससीचे निकाल जाहीर उस्मानाबादचा गिरीश बडोले राज्यात पहिला,2
धावत्या कारमध्ये पतीने केली पत्नीची हत्या,2
टोलचा बाप कोण  आरआरपाटील,2
आणि सलमानला रडू फुटलं,0
पाकिस्तान वर्ल्डकपबाहेर रविवारी भारतऑस्ट्रेलियामध्ये क्वार्टरफायनल,1
अखेर विद्यार्थी जिंकले आजपासून पाचही मॉडेल स्कूल सुरू,2
घरगुती आणि व्यावसायिक वापरासाठी साखरेचे दोन दर,2
Video  आदेश भाऊजींसोबत विक्रांत सरंजामेगुरू आणि राधिका झाले झिंगाट,0
काय आहे बजेटकडून तुमच्या अपेक्षा कमेंट करा,2
तापी मेगा प्रकल्पाला केंद्राची मंजुरी राज्यातील 4 लाख हेक्टर जमीन येणार सिंचनाखाली,2
राज्यातील रखडलेले 107 सिंचन प्रकल्प मार्गी लागणार मुख्यमंत्री,2
नागपुरात स्वाईन फ्लूचे आणखी 2 बळी मृतांची संख्या 30 वर,2
दुष्काळावर मात मृत नदीलाच दिले जीवदान ,2
अफलातून फिल्डिंग पण सोशल मीडियवर चर्चा क्रिकेटच्या या नियमाची,1
सोनाली कुलकर्णीच्या फिटनेसचं रहस्य दडलंय भाकरी आणि टेकडीत,0
वेट लाॅसचा प्रयत्न अंगाशी महिलेच्या मेंदुला इजा ,2
असा हा डॉग शो ,2
ढोल ताशांच्या गजरात पाचही मानाच्या गणपतींची मिरवणूक सुरू,2
अवनीला ठार मारणं म्हणजे थंड डोक्यानं तिचा केलेला खूनच,2
अबरामचं गर्भलिंग निदान केलं नाही,0
महायुती अडकली मुंडेगडकरी वादात,2
ती फुलराणी पुन्हा रंगमंचावर,0
पण शिक्षा फक्त कलाकारालाच का प्रियांका चोप्राचा सवाल,0
VIDEO  चेन्नई एक्स्प्रेसमध्ये बॉम्बची अफवाबेवारस सुटकेसमध्ये सापडली गॅसबत्ती,2
सलीमभाईची मनसे गोसेवा ,2
कपिल शर्माची बायको आता कसौटी जिंदगी की 2मध्ये,0
खंडाळा घाटात दुधाचा टँकर डिव्हायडरला धडकला चालकाचा जागीच मृत्यू,2
सचिन तेंडुलकरही रिओ ऑलिम्पिकसाठी गुडविल अॅम्बेसेडर,1
मुख्यमंत्री फडणवीस परदेश दौऱ्यावर राज्याची जबाबदारी या तीन मंत्र्यांवर,2
प्रेक्षकांचे बाप्पा (6),0
शेतकरी नवरा नको गं बाई ग्रामीण भागात 3 हजार तरुणांचे विवाह रखडले ,2
संजय दत्तला 8 महिन्याआधी का सोडलं  हायकोर्टाने राज्य सरकारकडे मागितला खुलासा,0
VIDEO  अरे तो बुडतोयपण काकासाहेबाला वाचावला कुणीच आलं नाही ,2
शिवसेनेला सत्ता मिळाली नाही तरी चालेल पण भाजप नको  उद्धव ठाकरेंची रणनीती,2
व्हॅलेंटाईन डेचा विरोध म्हणून बजरंग दलाने लावलं गाढवाचं लग्न,2
खंडेरायाच्या मर्दानी दसरा सोहळ्याची सांगता,2
सनी लिओनीच्या बोल्ड लुकचं रहस्य आहे या माणसाच्या हाती,0
भारताचा दआफ्रिकेवर दणदणीत विजयमालिकाही खिश्यात,1
पोलीस बंदोबस्तात पद्मावत राज्यभरात प्रदर्शित सर्व शोज हाऊसफुल्ल,2
कोकण रेल्वेचं पावसाळी वेळापत्रक आजपासून लागू,2
रितेश आणि रवीचा बॅन्जो,0
LIVE  #शेतकरीसंपावर संपूर्ण अपडेट्स एकाच पेजवर,2
हाफ गर्लफ्रेंड  मैत्रिणीपेक्षा जास्तगर्लफ्रेंडपेक्षा कमी,0
हाफ गर्लफ्रेंडमुळे चेतन भगतला मागावी लागली माफी,0
VIDEO  आंदोलकांकडून भाजपला जशास तसं उत्तर स्टंट करून समजावला फरक,2
आता काँग्रेसच्या उमेदवारांनी घेतली संविधानाची शपथ,2
केडीएमसीसाठी काँग्रेसराष्ट्रवादीची आघाडी 5641चा फॉर्म्युला ,2
एक्स्प्रेस वेवर वाहतूक कोंडीचे पाठवा फोटो,2
विद्यार्थिनीशी अश्लील चाळे करणारा शिक्षक गजाआड,2
अभिग्यान महोत्सवात डाॅ उदय निरगुडकर यांचं विद्यार्थ्यांना मार्गदर्शन,2
अण्णांनी उपोषण मागे घ्यावं थोरात,2
VIDEO  नवनीत राणांची सेना खासदार अडसूळ यांच्याविरोधात कोर्टात धाव,2
माइंड इटथलाइवा वडाळ्यात  चाहत्यांच्या उड्या,0
राज्यातल्या 6 जिल्ह्यांना फ्लोरोसिसचा विळखा,2
राजेश श्रृंगारपुरे म्हणाला माझं आणि रेशमचं नात म्हणजे,0
VIDEO  कुठली मालिका आहे नंबर वन #TRPमीटर काय सांगतोय बघा,0
हृतिक रोशन आणि सुझान पुन्हा एकदा लग्नबंधनात सूत्रांची माहिती,0
कोल्हापूरमध्ये संततधार 30 गावांचा संपर्क तुटला,2
राज्यात कडाक्याची थंडी मुंबईसह उत्तर महाराष्ट्राचं तापमान घसरलं,2
युवराज ऑफ पटियालच्या मागेच राहिला पृथ्वी शॉ कधीही तोडू शकणार नाही हा रेकॉर्ड,1
पुणे  समलैंगिक संबंधाला नकार दिल्याने तरुणावर चाकू हल्ला,2
राज ठाकरेंनी उद्घाटन केलेल्या कार्यालयाची तोडफोड,2
मनालीत कंगनाचा एक बंगला बने न्यारा,0
युट्यूबद्वारे प्रियांका चोप्रा सुरू करणार ट्रॅव्हल शो  हे आहे नाव,0
अहमदनगरमध्ये बहुजन क्रांती मोर्चा,2
  अशी रंगली भैरवीची मंगळागौर,0
ICC Womens World T20  भारतीय महिला टीमने पाकचा उडवला धुव्वा,1
कोल्हापूर पालिका पोटनिवडणुकीत भाजप ताराराणी आघाडीचा विजय,2
चेन्नईत होतोय करुणानिधींचा 95वा वाढदिवस साजरा,2
NEWS18 LOKMAT IMPACT  पिंपरीत 48 कोटी खर्च करून उभारणाऱ्या संतपीठाच्या कामाला स्थगिती,2
VIDEO  सलमान खाननं रितेशच्या माऊलीचा ट्रेलर केला ट्विट तुम्ही पाहिलात का,0
 मी पळून गेलो नाही मला पळवून लावलंसदाभाऊ खोतांचा शेट्टींना टोला,2
धोणींचा विनिंग चौकार पुण्याचा हैदराबादवर विजय,1
आबांच्या मुलीचं लग्न पाणावलेले डोळे आणि ‘दादा’ ‘ताईं’ची धावपळ,2
IBN लोकमतच्या बातमीचा इम्पॅक्ट आंबेगव्हाण गावातील विद्यार्थ्यांचा घोर संपला,2
सचिनच्या शेवटच्या मॅचवर 800 कोटींचा सट्टा,1
कपूर अॅण्ड सन्सच्या टीमशी गप्पा,0
इंग्लंडचा भारतावर दणदणीत विजय,1
विराट जडेजा रोहित नाही तर हा आहे भारताचा नंबर वन फिल्डर,1
VIDEO कडेकोट बंदोबस्तात भीमाकोरेगावमध्ये लाखो अनुयायी दाखल,2
नरेंद्र मोदींचा आज पुणे दौरा,2
इंदू मिलवरच्या बाबासाहेबांच्या स्मारकाचं 2020 मध्ये लोकापर्ण  मुख्यमंत्री,2
शरद पवारांची दिवाळी बारामतीत साजरी,2
VIDEO  भरमैदानात या माजी क्रिकेटरची फाटली पॅन्ट,1
17व्या एशियन गेम्सचं आज होणार उद्घाटन,1
शहा उद्धव राहिले बाजूला जानकरांनीच केला युतीबाबत मोठा गौप्यस्फोट,2
उमेदवारीमुळे भुजबळ नाराज येवल्यात कडकडीत बंद,2
महादेव जानकर यांचा आमदारकीचा राजीनामा,2
पुण्याच्या महापौरपदी पहिल्यांदाच भाजपच्या मुक्ता टिळक यांची निवड,2
हिमायत बेगच्या फाशीचा आज हायकोर्टात फैसला,2
पार्च्डच्या टीमशी खास गप्पा,0
बुलडाण्यात एकाच कुटुंबातील चौघांनी केलं विषप्राशन तिघांचा मृत्यू,2
जब हॅरी मेट सेजलची पहिल्या दिवशी 16 कोटीची कमाई,0
सचिनसोबत खास गप्पा,0
शिल्पा शेट्टीला पुन्हा एकदा घ्यावा लागला वर्णभेदाचा वाईट अनुभव,0
दीपक केसरकर शिवसेनेच्या वाटेवर,2
राष्ट्रवादीने प्रचार न करणार्‍या नेत्यांना बजावल्या नोटिसा,2
VIDEO  अखेर धरणात अडकलेल्या 20 माकडांची झाली सुटका,2
आता बोला या गावात बंधारेच गेले चोरीला ,2
नाशिकमध्ये पूरसदृश्य परिस्थिती,2
मुंबईत हॉस्पिटलमध्ये आग  गर्भवती महिला आणि मुलांचा कोंडला श्वास,2
गुरूची नवी खेळी आता क्रिकेटचे डावपेच,0
महाराष्ट्र बंदला मोठा प्रतिसाद प्रकाश आंबेडकर,2
शिवसेनेला धक्का देत काँग्रेसमध्ये प्रवेश करणार का आमदार म्हणतात,2
