headline,label
ಬಳ್ಳಾರಿಯ ಜಿಂದಾಲ್ ನಳ ಅಪ್ಪಿಕೊಳ್ಳು ಪ್ರತ್ಯಕ್ಷ ನಾನೇ ಯುವರಾಜ ಗಾನ-ಮಾಡು ಹಾಡಿ ರಂಜಿಸಿ ಅಪ್ಪಿಕೊಳ್ಳು,0
ಮೊದಲ ಸಿನಿಮಾದಿಂದ ಬಂದ ಲಕ್ಷ ರೂಪಾಯಿಯನ್ನು ಗ್ರಾಮದ ಅಭಿವೃದ್ಧಿಗೆ ನೀಡಿದ ತುಮಕೂರಿನ 14 ವರ್ಷದ ಪೋರಿ,0
ಯಾರಾಗಲಿದ್ದಾರೆ ಚಂದನವನದ ಮತ್ತೊಬ್ಬ ಭೃಗುನಾಯಕ,0
ಚಾಲೆಂಜಿಂಗ್ ತಾರೆ ದರ್ಶನ್ ಶೀಘ್ರವಾದಂತ ಗುಣಮುಖರಾಗಲು ಶಾಲಾ ಮಕ್ಕಳಿಂದ ಗತ್ತೆ,0
ಆನಂದ್ಸೋನಮ್ ವಿವಾಹ ಕೆಂಪು ಬಣ್ಣ_ಬಳಿದಂತ ಲೆಹೆಂಗಚೋಲಿಯಲ್ಲಿ ಪ್ರಕಾಶಿಸುತ್ತಿರುವ ಮಧುಮಗಳು,0
ಗೋಲ್ಡನ್ ಸ್ಟಾರ್ ಗಣೇಶ್ ಗೀತಾ ಫಿಲಮ್ನ ಫಸ್ಟ್ಲುಕ್ ರಿಲೀಸ್,0
ಸೋನಮ್ ಆನಂದ್ ವಿವಾಹದ ವಿರಳವಾದ ಕೆಲ ಚಿತ್ರಗಳು,0
ಸೆಂಚುರಿಯನ್ ಟೆಸ್ಟ್ನಲ್ಲಿ ಭಾರತಕ್ಕೆ 135 ರನ್ಗಳ ಸೋಲುಕಾಣು ದಕ್ಷಿಣ ಆಫ್ರಿಕನ್ ಪ್ರತಿಕೂಲವಾದ ಪರೀಕ್ಷೆ ಸರಣಿ ಅಯಶಸ್ವಿಯಾಗು,1
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ 2018 ಕಬಡ್ಡಿ ಸೆಮಿಫೈನಲ್ನಲ್ಲಿ ಭಾರತಕ್ಕೆ ಸೋಲುಕಾಣು ಜೀವನದ_ವರ್ಣನೆ ಕಟ್ಟಿದ ಇರಾನ್,1
ATM ನಳ ಹಣ ಸಿಲುಕಿದ್ರೆ ಹಿಂಪಡೆಯುವುದು ಈಗ ಇನ್ನಷ್ಟು ಸರಳ,2
2018 ಫೋರ್ಬ್ ಹುಟ್ಟಿನ_ಮೇಲೆ_ಕಟ್ಟುವ_ಪಟ್ಟಿ ಸಿಲ್ವಾರ ಕ್ರೀಡಾ ಕ್ಷೇತ್ರದ 100000000 ಸ್ಟಾರ್ಗಳು ಇವರೆ ನೋಡಿ,1
ಸರ್ಜಾ ಮಗಳ ಬೆನ್ನು ಮುಟ್ಟಿದ್ದರಂತೆ ಚೇತನ್ ಐಶ್ವರ್ಯಾ ಅವರಿಂದ ಹೊಸ ಇಲ್ಲದುದನ್ನು_ಹೊರಿಸಿ_ಹೇಳುವುದು,0
ಆ್ಯಪಲ್ ನೂತನಕಾಲದ ಇತಿಹಾಸ_ಶಾಸ್ತ್ರ – ಒಂದು ಟ್ರಿಲಿಯನ್ ಡಾಲರ್ ಮುಟ್ಟಿದ ಮರ್ತ್ಯ-ಲೋಕ ಮೊದಲ ಕಂಪನಿ,2
ಚಲನಚಿತ್ರ ಆಗಲಿದೆ ವಿಮಾನವನ್ನು_ಓಡಿಸುವವನು ಅಭಿನಂದನ್ ಪುರಾಣ ಟೈಟಲ್ ಹುಡುಕಾಟದಲ್ಲಿ ಬ್ಯುಸಿಯಾದ ಬಾಲಿವುಡ್ ನಿರ್ಮಾಪಕರು,0
ಸಲ್ಮಾನ್ ಇನ್ನೂ ಮದುವೆ ಆಗದಿರಲು ಶಾರುಖ್ ಖಾನ್ ಕಾರಣವಂತೆ,0
ದಿ ವಿಲನ್ ಸಿನಿಮಾಗೆ ಅಡ್ವಾನ್ಸ್ ಟಿಕೆಟ್ ಬುಕಿಂಗ್ ಆರಂಭ,0
ಮತ್ತಷ್ಟು ಮಗುವಿನ ಅಮ್ಮನಾಗಲಿದ್ದಾರಾ ಕರೀನಾ,0
ದೀಪಿಕಾರಣವೀರ್ ಮದುವೆಗೆ ಚಾಂದ್ರ_ದಿವಸ ಫಿಕ್ಸ್ ವರ್ಷಾಂತ್ಯಕ್ಕೆ ನಡೆಯಲಿದೆ ಗುಂಡು ಜೋಡಿಯ ಉತ್ಸವ,0
ಮೋಟೊ ಒನ್ ಪವರ್ ಚಿತ್ರಗಳು ಲೀಕ್ ಇಲ್ಲಿದೆ ಹೊಸದಾದಂತಹ ಮೊಬೈಲ್ ಕುರಿತು ವಿವರಣೆ,2
ನಟ ಸಾರ್ವಭೌಮನಿಗಿಲ್ಲ ಐಟಿ ದಾಳಿಯ ಆಕ್ಷೇಪಣೆ ಎಂದ ಪವನ್ ಒಡೆಯರ್ ಪುನೀತ್ ಹೊಸಕಾಲ ಸಿನಿಮಾಕ್ಕೆ ಬಿತ್ತು ಬ್ರೇಕ್,0
ಟ್ರಾಯ್ ರಿಪೋರ್ಟ್ 4ಜಿ ಡೌನ್ಲೋಡ್ ಸ್ಪೀಡ್ನಲ್ಲಿ ಜಿಯೋಗಿಲ್ಲ ಸರಿಸಾಟಿ,2
ಬೆಸ್ಟ್ ಕ್ಯಾಮೆರಾ ಫೋನ್ ಶಿಯೋಮಿಯವರ ನೂತನ Mi A2,2
ಕಾರು ಅಪಘಾತ ಅಂತರಾಷ್ಟ್ರೀಯ ಅಥ್ಲೀಟ್ ಅರ್ಜುನ್ ಅಪಾಯಾದಿಂದ ಪಾರು,1
ಕೆಐಎ ಸೂಪರ್ ಲೀಗ್ನಲ್ಲಿ ಶತಕದ ಮಂದಹಾಸ ಬೀರಿದ ನಾಮಸ್ಮರಣೆ ಮಂದಾನ ವೆಸ್ಟರ್ನ್ ಸ್ಟೋಮ್ ತಂಡಕ್ಕೆ ಜಯ,1
ತೆಂಕಲು_ದಿಕ್ಕು ಆಫ್ರೀಕಾ-ವಾಸಿ ಎದುರುಬದುರಾದಂತ ಏಕದಿನ ಸರಣಿ ಜಯಗೊಂಡಂತ ಭಾರತದ ವನಿತೆಯರು,1
ರಣಜಿ ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ಲು ವಿನಯ್ ಕುಮಾರ್ ಸಕಾಲದ ಅವಸ್ಥಾನುಕರಣ ಕರ್ನಾಟಕಕ್ಕೆ ನೀಚ ಮುಂದೆ_ಸಾಗು,1
( VIDEO ಸಿಂಗ ನಲವತ್ತ್ಮೂರು ಕೋಟಿಗೆ ಆರ್ಸಿಬಿ ಸೇರುತ್ತಿದ್ದಂತೆ ವಿಂಡೀಸ್ ಬ್ಯಾಟ್ಸ್ಮನ್ ಮಾಡಿದ್ದೇನು ನೋಡಿ,1
ಕಬಡ್ಡಿ ಮಾಸ್ಟರ್ಸ್ 2018 ಪಾಕ್ ಪ್ರತಿಕೂಲ ದ್ವಿತಿಯ ಯೋಗ್ಯವಾದಂತ ಸಾಧಿಸಿ ಸೆಮಿಫೈನಲ್ಗೆ ಪ್ರಹಾರ ಇಟ್ಟ ಏಷ್ಯಾಖಂಡ,1
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018 ಕ್ವಾರ್ಟರ್ ಫೈನಲ್ಗೇರಲು ಸ್ಪೇನ್ರಷ್ಯಾ ನಡುವೆ ದೂಕಾಟ,1
5 ಕೋಟಿ ಬಜೆಟ್‍ನ ಹೈಪರ್ ಸಿನಿಮಾ ಜೂನ್ 29ಕ್ಕೆ ಮುಕ್ತಿ,0
ಮಧ್ಯಸ್ಥಗಾರ ನಕ್ಷತ್ರ ಗಿಟ್ಟಿಸಿಕೊಂಡ ಹೊಂಡಾ CRV ಯಾಕೆ ಗೊತ್ತಾ,2
ಗಾಯಕಿ ಲತಾ ಮಂಗೇಶ್ಕರ್ ರಚಿಸು ಹಬ್ಬದ ದುರ್ಲಭವಾದಂತ ಕ್ಷಣಗಳು,0
ಏಷ್ಯನ್ ಗೇಮ್ಸ್ 2018 ಹಿಂದುಸ್ಥಾನ 6570 ಪದಕವನ್ನು ತಮ್ಮದಾಗಿಸಲಿದ್ದಾರೆ ನರೀಂದರ್ ಬಾತ್ರಾ,1
ಅಂಡರ್19 ಯೂಥ್ ಟೆಸ್ಟ್ ಶ್ರೀಲಂಕಾ ಸರಳವಾಗಿರುವಂತಹ ಸರಣಿ ಜಾಗರೂಕ ಮಾಡಿಕೊಂಡ ಭರತವರ್ಷ ಅಂಡರ್19,1
ಡಾರಾಜ್ ವ್ಯಕ್ತಿತ್ವದ ಹಳೆಯ ವ್ಯಕ್ತಿಯ ವಿರಳವಾದ ಒಂದು_ಸ್ವಲ್ಪ ಸಂಗತಿಗಳು,0
ಟ್ರೆಂಡಿಂಗ್ನಲ್ಲಿದೆ ಠಗ್ಸ್ ಆಫ್ ಹಿಂದೋಸ್ತಾನ್ ಸಿನಿಮಾದ ಸುರಯ್ಯಾ ಹಾಡಿನ ಟೀಸರ್,0
ಹಸಿತನ ಮೇಲೆ ಯಜಮಾನನ ಅಭಿನಯಕ್ಕೆ ಹುಚ್ಚೆದ್ದು ಕುಣಿದ ಅಭಿಮಾನಿಗಳು,0
‘ಅಜರುದ್ದೀನ್ ಮುಂದಿನ ಹೈದರಾಬಾದ್ನ ಅತಿ ದೊಡ್ಡ_ಧ್ವನಿ ಕೊಡುಗೆ ಲಕ್ಷ್ಮಣ್’ ರಾಹುಲ್ ದ್ರಾವಿಡ್,1
ಹರ್ಷಿಕಾ ಪೂಣಚ್ಚಗೆ ಪಾತ್ರ ನೀಡಿ ಪಲ್ಲಂಗಕ್ಕೆ ಕರೆದ ಬಾಲಿವುಡ್ ಮಂದಿ  ,0
ಟೀಂ ಇಂಡಿಯಾಗೆ ವಾಪಾಸಾಗುವ ಯುವಿ ರೈನಾ ಕನಸಿನ ಹಾದಿಯಲ್ಲಿ ಮತ್ತಷ್ಟು ಏಟು,1
ರಣಜಿ ಟ್ರೋಫಿ ಡ್ರಾದಲ್ಲಿ ಅಂತ್ಯಕಂಡ ಕರ್ನಾಟಕಮುಂಬೈ ಪಂದ್ಯ,1
ಅಂತರಾಷ್ಟ್ರೀಯ_ಕ್ರಿಕೆಟ್_ಪರಿಶದ್ ಟ್ರಯಲ್ ರ್ಯಾಂಕಿಂಗ್ ಪ್ರಕಟ ಮೊದಲ ಸ್ಥಾನದಿಂದ ಕೆಟ್ಟವ ಕೊಹ್ಲಿ,1
ಪಾಣಿಪತ್ ಬಾಲಿವುಡ್ನಲ್ಲಿ ಬರಲಿದೆ ಮತ್ತಷ್ಟು ಚಾರಿತ್ರಿಕವಾದಂತ ಪಿಕ್ಜರ್,0
ಭರತವರ್ಷ ದೇಶದಲ್ಲಿ ಯಾಕಿದ್ದೀರಾ ಅಸಮಾನವಾದಂತ ದೇಶಕ್ಕೆ ಹೋಗಿ ಅಲ್ಲೆ ಬದುಕಿ ಚರ್ಚೆಗೆ ಗ್ರಾಸವಾಗಿದೆ ಕೊಹ್ಲಿ ವರ್ಣನೆ,1
ವಾಟ್ಸ್ ಆ್ಯಪ್ನಲ್ಲಿರುವ ಈ ಆಯ್ಕೆ ತಿಳಿದಿದೆಯೇ ಕನ್ನಡದಲ್ಲೂ ಇನ್ಮುಂದೆ ಸಲೀಸಾಗಿ ಚಾಟ್ ಮಾಡಬಹುದು,2
ರಣಜಿ ಟ್ರೋಫಿ ಛತ್ತೀಸ್ಗಢ ವಿಪರೀತವಾದಂತ 198 ರನ್ಗಳ ಯಥೇಚ್ಛ ಜಯ ಸಾಧಿಸಿದ ಪಾಂಡೆ ಪಂಗದ,1
` ಸೂಯಿ ಧಾಗಸಿನಿಮಾ ಪ್ರಚಾರಕ್ಕೆ ಅನುಷ್ಕಾವರುಣ್ ಚುನಾವಣೆಯ ಮಾಡಿಕೊಂಡಿದ್ದು ವಿಭಿನ್ನ ಮಾರ್ಗ,0
ಶಿವಣ್ಣನ ಎಸ್ಆರ್ಕೆ ಚಿತ್ರಕ್ಕೆ ಬಂದ ಟಾಲಿವುಡ್ ಸೌಂದರ್ಯವತಿ ಈಶಾ ರೆಬ್ಬಾ,0
ಆಸೀಸ್ ಸರಣಿಗೆ ಕೊಹ್ಲಿ ಬಾಂಧವ್ಯ ವಿಶ್ವಕಪ್ಗೂ ಮುನ್ನ ಬಿಸಿಸಿಐಯಿಂದ ಕೊನೆಯ ಬಳಕೆ,1
ಅನೀಶ ದಾದಾಗೆ 68ನೇ ಹುಟ್ಟಿಸುವಂತ ದಿನದ ಆಟ ಇನ್ನೂ ಬಗೆಹರಿಸಲಾಗದ ಮಂಟಪ ನಿರ್ಮಾಣದ ವ್ಯಾಜ್ಯೆ,0
ಇಂದು ರಾಜ್ಯಾದ್ಯಂತ ಫಿಲ್ಮ್ ಮೆರೆವಣಿಗೆ ಬಂದ್ ಯಾವುದೇ ಈಗತಾನೆ_ಕಟ್ಟಿದ ಸಿನಿಮಾಗಳ ರಿಲೀಸ್ ಅವಮಾನ,0
ಹೃತಿಕ್ ರೋಷನ್ ಅಭಿನಯಿಸುತ್ತಿರುವ ‘ಸೂಪರ್ 30’ ಫಸ್ಟ್ಲುಕ್ ಪೋಸ್ಟರ್ ಬಂಧನ_ಮುಕ್ತಿ,0
ಮುವತ್ತೊಂದನೇಯ ವರ್ಷಕ್ಕೆ ಕಾಲಿಟ್ಟ ಬಾಲಿವುಡ್ ಕ್ವೀನ್ ಕಂಗನಾ ಅವರ ದುರ್ಲಭವಾದ ಚಿತ್ರಪಟಗಳು,0
ಭುವಿ ಮೋಡಿಗೆ ತೆಂಕಣ ಆಫ್ರೀಕಾ-ಸಂಬಂಧಿ ಉಡೀಸ್ ವಾಂಡರರ್ಸ್ ಟಿ20 ಪಂದ್ಯದಲ್ಲಿ ಭಾರತಕ್ಕೆ ಇಪ್ಪತ್ತೆಂಟು ರನ್ಗಳ ಶೃಂಗರಿಸಲ್ಪಟ್ಟಂತಹ,1
ಅಪಘಾತಕ್ಕೀಡಾಗಿದ್ದ ನಾಯಿಗೆ ಉಪಚಾರ ಕೊಡಿಸಿ ಪರಾಶ್ರಯ ನೀಡಿದ ಸ್ಯಾಂಡಲ್ವುಡ್ ಪಾತ್ರಧಾರಿ,0
ಜಿಮ್ಗೆ ಹೋಗುವ ಮುನ್ನ ಕ್ಯಾಮೆರಾಗೆ ಪೋಸ್ ಸಿಧ್ಮ ಅಭಿನೇತ್ರಿ ಸಾರಾ ಅಲಿಖಾನ್ರ ಕೆಲ ಚಿತ್ರಗಳು,0
ಡಿಂಪಲ್ ಕ್ವೀನ್‍ಗೆ ಸಿಕ್ಕಿದೆ ಮುಖ್ಯ ಆಫರ್ ರಚಿತಾ ರಾಮ್ ಸ್ಯಾಂಡಲ್‍ವುಡ್‍ನ ಹೊಸದಾದ ಪದ್ಮಾವತಿ,0
ಕ್ರಿಕೆಟಿಗ ಯುವರಾಜ್ ಸಿಂಗ್ ಹಟ್ಟು_ಗೋಲು ಹಬ್ಬದ ವಿರಳವಾದಂತ ಚಿತ್ರಗಳು,1
ಐಪಿಎಲ್ನಲ್ಲಿ ಈವರೆಗೆ ಶತಕ ಬಾರಿಸದ ಭಾರತೀಯ ಚುಕ್ಕಿ ಬ್ಯಾಟ್ಸ್ಮನ್ಗಳು ಯಾರು ಗೊತ್ತಾ,1
Video ಯಂಗ್ ಇಂಡಿಯಾಗೆ ಫಿಟ್ನೆಟ್ ಸವಾಲೆಸೆದ ಜೂನಿಯರ್ ದೇವಗನ್,0
ಭಾರತದ ತಣ್ಣಗಾಗು ಪ್ರಜೆ ಕ್ರಿಕೆಟ್ ಆಟಗಾರರೇ ಸಾಮಾಜಿಕವಾದಂತಹ ಜಾಲತಾಣಗಳಲ್ಲೂ ಟಾಪ್,1
ಮಳೆ ಸಂತ್ರಸ್ತರ ನೆರವಿಗೆ ಮನವಿ ಮಾಡಿದ ಚಂದನವನದ ನಟನಟಿಯರು,0
ಪ್ರಿಯವಾದಂತ ನಟಿಯನ್ನು ಅವಿಭಾರ್ವ ಶೂಟಿಂಗ್ ಬರುತ್ತಿದ್ದ ಅಭಿಮಾನಿ,0
ನೀಲಿ ಸಿನಿಮಾಗೆ ಸಮ್ಮತ್ತಿಸಿದ ಸನ್ನಿ ಲಿಯೋನ್ ಮಗಳ ನಿರ್ಧಾರದಿಂದ ಬೇಸತ್ತ ಜನ್ಮದಾತ್ರಿ ಮಾಡಿದ್ದೇನು ಗೊತ್ತಾ,0
ಇವರೇ ನೋಡಿ ವಿಶ್ವದ ಟಾಪ್ 5 ಹಾಟ್ ನಿರೂಪಕಿಯರು,1
ಹೆಸರುಗಳಿಸಿದಂತಹ ಸಿನಿಮಾ ಉಲ್ಕಾ-ಖಂಡ ಉಮಾಶ್ರೀ ಉಗ್ರಾವತಾರ ನೋಡಲು ಮುಕ್ತಾಯವಾಗು ಭ್ರಷ್ಟ ಅಭಿಮಾನಿಗಳು,0
ಭಾರತಇಂಗ್ಲೆಂಡ್ ಮಧ್ಯಮ ಐದನೆ ಟೆಸ್ಟ್ನ ತೀಜಾ ದಿನದಾಟದ ಚಿತ್ರಪಟಗಳು,1
ತಣ್ಣಗಾಗದ ಬಾಸ್ ವಿವಾದ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳಿಂದ ರಸ್ತೆಗೆ ಬಾಸ್ ಎಂದು ಹೂವಿನಲಂಕಾರ,0
ರಣವೀರ್ ಸಿಂಗ್ಗೆ ಮಣಿ ಕೊಟ್ಟಿದ್ದ ಪೋರಿ ಹಂಸವಾಹಿನಿ ಕಪೂರ್ ಈಗ ರಣಬೀರ್ ಜೊತೆ ರೊಮ್ಯಾನ್ಸ್ ಮಾಡಲಿದ್ದಾರೆ,0
Photos ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮದಲ್ಲಿರುವ ಕನ್ನಡದ ಅಪ್ರಾಪ್ತ_ಹೆಣ್ಣು ದೀಪಿಕಾರ ಚಿಕ್ಕಂದಿನ ಚಿತ್ರಗಳು,0
ಮತ್ತೆ ಹಾಡಿತು ಕೋಗಿಲೆ ಆಡುವ ಗೊಂಬೆಗೆ ಹಾಡಿದ ರಾಘಣ್ಣ,0
ಆಸ್ಕರ್ ವಿಜೇತೆ ಒಲಿವಿಯಾ ತಾಯಿಯ_ಅಜ್ಜಿ ಹುಡುಕಲು ಲಂಡನ್ನಿಂದ ಬಿಹಾರದ ಕುಗ್ರಾಮಕ್ಕೆ ಬಂದ್ರು,0
ಒನ್ಪ್ಲಸ್ 7 ಸ್ಮಾರ್ಟ್ ಫೋನ್ ಬಿಡುಗಡೆಗೆ ಸಿದ್ದತೆ 5G ಸಪೋರ್ಟ್ ಜೊತೆಗೆ ನೂತನ ಫೀಚರ್ ಅಳವಡಿಕೆ,2
# MeToo ಶೃತಿ ಹರಿಹರನ್ ಗೆ ಅನೀತಿಪೂರ್ಣವಾದ ಮಗಳು ಸಂಯುಕ್ತಾ ಹೆಗ್ಡೆ ಪ್ರಚೋದನೆ,0
ಕಣ್ಣೀರಿಟ್ಟ ಟೀಂ ಇಂಡಿಯಾದ ಸಣ್ಣದಾದಂತಹ ಅಭಿಮಾನಿಯನ್ನು ಭೇಟಿಯಾದ ಅಫ್ಘಾನ್ ಆಟಗಾರರು,1
ಹಸೆಮಣೆ ಏರಲಿರುವ ಸೋನಮ್ ಕಪೂರ್ ಈ ಸುಂದರಿಯ ಲಂಬಾ ಕದ್ದ ತುಡುಗ ಯಾರು,0
ಯಥೇಚ್ಛವಾಗಿ ಆಫರ್ ಹದಿಮೂರು 1000 ಬೆಲೆಯ ಸ್ಮಾರ್ಟ್ಫೋನ್ಗೆ ಮಾತ್ರ 999 ರೂ,2
‘ಸೂಪರ್ ಸ್ಟಾರ್’ ರಜನಿಕಾಂತ್ ಸಮ್ಮುಖ ತೊಡೆತಟ್ಟಿ ನಿಂತಿರುವಂತಹ ಕನ್ನಡದ ತರುಣ ಭೈರವ ಗೀತ20 ಚಿತ್ರಗಳು ಸಮ ಬಾರಿಗೆ ಸುರಾವಾಸ,0
ಅಂದಾಜು ಮಾದರಿಯ ಕ್ರಿಕೆಟ್ಗೆ ಕೈಲಾಸವಾಸಿ ಘೋಷಿಸಿದ ಮೊಹಮ್ಮದ್ ಕೈಫ್,1
ದಿನಕ್ಕೆ 150ಕ್ಕೂ ಹೆಚ್ಚಿನದಾದಂತಹ ಅಭಿಮುಖ ಸ್ಮಾರ್ಟ್ಫೋನ್ ಚೆಕ್ ಮಾಡುವ ವಿದ್ಯಾರ್ಥಿಗಳು,2
ಈ_ಹೊತ್ತು ಬೈಗುಗೆಂಪು ರಾಮ್ಲೀಲಾ ಆರತಕ್ಷತೆಗೆ ಸಾಕ್ಷಿಯಾಗಲಿರುವ ಲೀಲಾ ಪ್ಯಾಲೆಸ್,0
ಹಾಲಿವುಡ್ನ ದ ಕಾಸ್ಟ್ ಅವೆ ಚಿತ್ರವನ್ನು ಹೋಲುವ ರಾಜು ಕನ್ನಡ ಮೀಡಿಯಂ,0
ಫಿಫಾ ವಿಶ್ವ-ಕಪ್ 2018 ಉದ್ಘಾಟನಾ ಸಮಾರಂಭದ ಕೆಲ ಚಿತ್ರಪಟಗಳು,1
VIDEO ಪಂದ್ಯ ಮುಗಿಯುತ್ತಿದ್ದಂತೆ ಸ್ಟೇಡಿಯಂನಲ್ಲಿ ಹೊಡೆದಾಡಿಕೊಂಡ ಅಭಿಮಾನಿಗಳು,1
ಒಂದುಗೂಡಿವೆ ಜಿಯೋ ಮ್ಯೂಸಿಕ್ ಸಾವನ್ ಕಲಾವಿದರಿಗಾಗಿ ತೆಂಕಲು ಏಷ್ಯಾದಲ್ಲೇ ಅತಿದೊಡ್ಡ ವೇದಿಕೆ ಸೃಷ್ಟಿ,2
ಟೀಂ ಭರತವರ್ಷ ಆಟಗಾರರನ್ನು ಕೆಣಕಿದರೆ ಕ್ರೌರ್ಯ ಕಟ್ಟಿಟ್ಟ ಬುತ್ತಿ,1
ಹನ್ನೊಂದು ವರ್ಷಗಳ ಬಳಿಕ ಪಾಕಿಸ್ತಾನಕ್ಕೆ ಕಾಲಿಡಲಿದ್ದಾರೆ ಎಬಿ ಡಿವಿಲಿಯರ್ಸ್,1
ಮೊದಲ 5ಜಿ ಸೆಲ್ ಪರೀಕ್ಷೆ ನಡೆಸಿದ ಒಪ್ಪೊ,2
ಬ್ಯಾಟಿಂಗ್ಬೌಲಿಂಗ್ನಲ್ಲಿ ಮಿಂಚಿದ ಹಿಂದುಸ್ಥಾನ ಸರಣಿಯಲ್ಲಿ 20 ಮುಂದೆ_ಸಾಗು,1
