label,text
1,जिन ने अपने हाथ के छापे देकर अपना भविष्य दिलचस्पी दिखाई उनमें उस वक़्त बाल कलाकार
1,इस अभयारण्य में 2004 बाघ ने उन्हें मौत घाट दियाअब जंगल में बाघ
1,या पेटिकोट नीचे और कई बाथरुम दरवाज़े के पीछे सूखने वाली को शर्म कह
2,एक रिपोर्ट में पता चला है कि घरेलू कामों में हाथ बंटाने के में भारतीय मर्द देशों के मुक़ा
2,कंधार तालिबान की जन्मस्थली जो है लेकिन हाल में यहां जिस तरह से नेताओं को बनाया गया है
1,भाजपा के लिए वोट उन्होंने बिहार का उदाहरण देना शुरू को विकास का मॉडल बताया औ
0,मीडिया से बातचीत के दौरान जब उनसे ने पूछा कि महसूस हैं जब उनकी तुलना शर्लिन चोपड़ा
1,की एक ही कई मोटरसाइकिलें हैं के पास जब वो कप्तान बने और उससे पहले भी अक्सर बाइक लेक
0,प्रियंका ‘कृष 3’ में अपनी भूमिका को लेकर बेहद में हैं उन्होंने मीडिया से करते हुए अपने जीवन
2,हैरिस के ने मीडिया को बताया कि ओबामा कट्टर समर्थक हैं लेकिन ये अभी स्पष्ट तौर पर
1,1 यात्रा आनंदः दत्तात्रेय बालकृष्ण काका कालेलकरकाका कालेलकर शुरू में गुजराती में उनकी हि
0,मशहूर हॉलीवुड अभिनेता पिट का कहना हैं कि अभिनेताओं को करोड़ों डॉलर मिलने का खत्म हो
1,अचानक आते हैं और खाना खाने वालों पर गोलियों की बौछार कर देते हैंदो मिनट बाद जब वहाँ
1,दूरी कई ट्रेनें मुंबई सेंट्रल पर रुकी हैं दफ़्तरों स्टेशनों पर फंसे हुए हैं शहर कई
2,रियाद एक रॉकेट इंटरसेरप्ट किया गया है रियाद में चश्मदीदों कहना कि उन्होंने धमाके आवाज़
1,पर किसे मालूम कि तकनीक का माध्यम ही के प्रसार में एक अहम भूमिका निभाएगाचेन्नई में टी वी रामप्
1,बीच मौसम की लगातार सही हो रही भविष्यवाणियाँ रहीं थी मन में सवाल कौंधा कि इस बार क
2,टैक्सियों और के ज़रिए चलाए इस प्रचार अभियान उद्देश्य ब्रिटेन को
1,2014 में कांग्रेस उपाध्यक्ष राहुल गांधी के ख़िलाफ़ अमेठी में आक्रामक दिखा स्मृति का आख़िर
2,अमरीका में ब्लैकबेरी फोन को पेश करते वक्त थोरस्टन हिंस ने कहा के में नवीनता की है जिस
1,जब संसद शुरू तो विपक्ष ने कोयले खदानों कथित घोटालों की बात पर हंगामा कर दिया
1,ट्विटर और पर कई लोग उन्हें शरारत में पप्पू हैंराहुल का इंटरव्यू सोशल मीडिया म
2,ईरान अपने ख़िलाफ़ लगे में बदले परमाणु गतिविधियां करने पर राज़ी हो गया हैल
0,मेरा तर्क ये था की सोमालिया राजधानी मोगादिशु के सिनेमाघरों में केवल बॉलीवुड की फ़िल्में दिखा
1,पढ़ें यूपीएससी विवाद सरकार की के एंड्रॉएड लिए यहां क्लिक करें आप
2,खोजी दिन भी हिंद महासागर अभियान चलाने लिए तैयार हैंउपग्रह से मिली दो तस्वीरों इस
2,स्थानीय मीडिया रिपोर्टों के अनुसार एयरलाइन था कि बोईंग 777 में पायलट के उड़ान के बार
1,इंडियन एक्सप्रेस अख़बार में काम करने वाली सवाल उठाती कि जिस तरह सीएनएन के राजदीप सर
2,इसके लिए ब्रिटिश कंपनी स्काई ने टेलीकॉम कंपनी के साथ परिवारों के अनुकूल एक की पे
2,बीबीसी की संवाददाता कैथरीन बारुहंगा एक छानबीन में ये बात आई पाने विदे
0,दरअसल कुछ दिनों पहले ही और ने बहुप्रतीक्षित फ़िल्म पीके की रिलीज़ जून से आ
1,"शिवसेना समर्थकों बाल ठाकरे की सेहत का हाल बताने के लिए मातोश्री से बाहर उद्धव ठाकरे ने कहा "" आ"
1,इलाकों में भारी और तेज हवालों के कारण जनजीवन हुआ हैकई इलाकों को घंटों
2,इन कुल बीस पत्रकारों में से ब्रिटेन एक हालैंड और एक ऑस्ट्रेलिया पत्रकार है समझा जाता है ऑस्
1,चौंकाने वाली बात इसलिए भी क्योंकि यह बात उन्होंने बलात्कार मंगलवार बहस में क
2,लेकिन हो था कि मशीनगन के आविष्कारक रूप में किसी और का नाम इतिहास में लिखा जातासाउथहैंपटन की
2,दिन इसराइल ने की लड़ाई के और के इस्लाम सबसे पवित्र शहर पर क़ब्ज़़ा
1,ये सुनने को है लेकिन ये व्यक्ति कुछ अलग सा लगा मैंने माइक दिया तो इस गुमनाम
1,गुरूवार दिए गए फ़ैसले में बंबई हाई ने मौजूदा केंद्रीय मंत्री और उस समय महाराष्ट्र के मुख्यम
1,घाट स्टेशन के कात्यायनी मंदिर में हर सोमवार को बड़ा मेला है जिससे वहां हादसे के
1,स्पष्ट किया है कि वह तब अपना पद छोड़ेंगे जब उन्हें लिए लिखित रूप से नहीं
1,ज्ञात इतिहास के लिए ये कोई मुद्दा है पहिए से लेकर विमानों और रॉकेटों हमेशा रफ
2,हाबिन अब प्रमुख के पर नहीं है स्थानीय स्तर अभी वो कम्युनिस्ट पार्टी के कद्द
1,में वाली इंदिरा ग़रीबी की गिरफ़्त से कभी छूट सकीं इंदिरा का जन्म हुआ इ
1,चीन आठ दिन पहले चीनी सेनाएं भारतीय सीमा में करीब 10 किलोमीटर तक घुस आई थीं बाद दोनों सेनाएं
1,सुबह से ही तेज़ हवाओं ने इलाक़े को अपनी ज़द ले रखा है ओडीशा ने से तटीय इलाक़ों से
2,एफबीआई लिंच ने बीबीसी इस बात की पुष्टि की है कि सोमवार की रात एफबीआई के एजेंटों
1,समय के जहाँ कई गांधी की की चर्चा कर रहे थे वहीं आज गांधी पहले से ज़्यादा
2,अफ्रीकी देश गांबिया में ही में हफ्ते केवल चार काम करने की घोषणा हुई है जबकि लेकिन घाना
1,और घाघरा (गंगा की सहायक सियांग (ब्रह्मपुत्र) और जैसी की बाढ़ों सुरक्षा
1,कहना कि उन्हें के भ्रष्टाचार से जुड़ी ख़बरें सामने लाने रोका हैइस बीच भा
1,मौसम ने इस तूफ़ान को नीलम दिया हैमंगलवार ही कांचीपुरम क्यूड्डालोर और विल्लुपुरम
2,ने पहले छह लोगों के मारे जाने की बात की थी लेकिन बाद में उन्होंने अपने को बदलते हुए अब
2,ग्रहण के बाद मंसूर ने सरकारी टीवी पर लोगों को संबोधित कियाअदली मंसूर ने और
2,अधिकारियों ने कि शनिवार को मिलिहा के वायुसेना के अड्डे पर एक घातक हमला हुआ था जनरल
1,इससे पहले रिपोर्टों में शरद यादव के हवाले से कहा गया था वो बिहार में ‘धर्मनिरपेक्ष गठबंधन’ बना
0,डार मोशन पिक्चर्स और ऑसम फ़िल्म्स की मिकी है एक हैकर मिकी (मनीष की इंस्पेक्टर
1,हुए नाव की वाले इस साधारण टोपी ने भारतीय चुनाव अभियान की हैकभी पुरानी औ
1,"मनमोहन सिंह ने कहा ""विदेशी मुद्रा विनिमय बाज़ार मूल्यों की उछाल के लिए पहले से ही काफी रहा ह"
1,वीके सिंह के साथ कई और सैन्य अफसर भाजपा शामिल हुए वीके सिंह काफी समय से भाजपा में शामिल हो
2,अपनी 89 पत्नी ऑड्रे गुडिन के साथ सेंटर में रह रहे 91 के गुडिन गया क
0,एक क़ाज़ी को बुलाया गया और परंपरागत तरीक़े से ये शादी रस्म संपन्न हुई लेकिन इस शो हाल ब
0,पहले भाग की कामयाबी से ये लगाया जा सकता है वासेपुर का दूसरा हिस्सा लोगों प
2,स्वघोषित दोनेत्स्क पीपुल्स रिपब्लिक के नेता डेनिस पुशिलिन ने रूस से लोगों मरज़ी सुनने कहावहीं
1,नताशा जूलियो और कॉलिन लास एंजेलिस छोर मौजूद रैंच से गुज़रे तो उन्हें लगा
2,बीस वर्षीय नाओमी 30 दिसंबर को लॉज एवेन्यू इलाके में एक बस से उतरी तो किसी नकाबपोश ने प
2,संयुक्त राष्ट्र कार्यालय के मुताबिक तूफान रहा है फिर इसे बांग्लादेश बर्मा और
2,पीढ़ियों से अलगअलग रह रखाईन प्रांत बौद्ध और रोहिंग्या को बलपूर्वक विभाजित होने के
2,चीन बहुत है अगर आप अपनी उम्र के 25वें साल तक पार्टी में किसी पद तक नहीं पहुंच
1,फांसी को लेकर अचानक सरकार के इतनी जल्दी कदम उठाने से कई खड़े हो रहे तौर पर कि
2,पाकिस्तान प्रांत के गवर्नर का पद के लिए मोहम्मद सरवर अपनी ब्रितानी नागरिकता छोड़ द
2,इसके साथ ही डिजिटल में भी मौजूदा दौर में मुख्यतः संदेशों की दो है गुप्त तरीका औ
1,उन्होंने यह कहा है कि उनके समर्थक भी पार्टी में बने रहेंगेकर्नाटक में दोबारा मुख्यमंत्री की क
1,दिल्ली छपने वाले ‘इंक़लाब’ ने अपने में लिखा है कि लाल कृष्ण इतने मीठे हो जाएंगे य
1,पिछले चरमपंथियों ने मुंबई में प्रवेश लिए मछली पकड़ने की ऐसी ही का इस्तेमाल
2,चीन की एजेंसी शिन्हुआ ने यह जानकारी कहा कि अब चीन विवाहित दंपति एक से ज़्
1,मुख्यमंत्री के इस बयान के बाद एक बार फिर से यह गई है कि बड़े बाँध लाभदायक
1,भाजपा वरिष्ठ नेता और सभा में विपक्ष के नेता अरुण जेटली ने एक पत्रकार वार्ता में कहा
2,साल प्रकाशित छह पाँच इंच आकार की इस धार्मिक पुस्तक को ख़रीदा अमरीकी व्यापारी और परोपका
1,उल्लेखनीय कि इस मामले में गुजरात के मुख्यमंत्री नरेंद्र मोदी का नाम भी शामिल किया जाता रहा और
2,पूर्वी में इलफोर्ड के रहने 101 वर्षीय फौजा हॉन्ग कॉन्ग में किलोमीटर लंबी मैराथन
1,शुक्रवार को अधिकारियों ने कि घटना मद्देनज़र हाल के दिनों में शिकार की बढ़ती तादाद को लेकर
2,पाकिस्तान ने मंगलवार को ये भी कहा कि आरोपों के भी पाकिस्तान अफ़गानिस्तान में जारी
1,इनमें किसी यादें शेष तो कोई चुनावी राजनीति हाशिए पर है वैसे महिलाओं को बनाने में
1,इसकी वजह सरकार भारतीय पार्टी सहित सभी विपक्षी को इस विवादित मुद्दे पर स्टैंड लेने के लि
2,दूतावास एक प्रवक्ता का कहना था कि वीज़ा का आवेदन उन्हें शनिवार को दिन हासिल थापाकिस्तान क
1,उत्तराखंड के क्षेत्र से अब तक कम कम छह गर्भवती महिलाओं को हेलिकॉप्टर ज़रिए
1,राजनीति की क्षेत्रीय महिला राजनेताओं में वे एकमात्र ऐसी नेता
2,बैटक के बाद न्यायाधीशों की यूनियन ने राष्ट्रपति से मांग की है कि वो नए आदेश को लें
1,एकाकी जीवन जी रही महिलाओं अपना एकल नारी संगठन बनाया और अपने हक़ के लिए स्वर मुखरित किएब
0,इस फिल्म में के साथ अभिनेता सचिन जोशी नसीरूद्दीन मुख्य किरदारों में आएंगेडायलॉग की च
1,सोनिया जब अपना देने लिए मंच आईं तब पार्टी कार्यकर्ता राहुल नारे रहे
1,हैदराबाद में धमाका कम से कम 10 की मौतहैदराबाद भी कई बार धमाकों का शिकार है अगस्त 2007 में है
1,कई अर्थव्यवस्था बड़ी है कि देशों की अर्थव्यवस्थाएं उनका मुक़ा
1,बहुजन समाज की राष्ट्रीय कुशलतापूर्वक स्क्रिप्ट बँधी रहीं उन्होंने क़रीब 45 मि
1,भारतीय के वरिष्ठ अफ़सर ने बताया है कि शुक्रवार को जब लेह में बादल से बाढ़ आई थी उसी द
1,अगर एक यह शुरू हो जाए तो गिरने लगती है और असर अर्थव्यवस्था पर पड़ता हैजैसे कि
1,ढाई सौ ज़्यादा पाकिस्तानी क़ैदी कई सालों भारतीय जेलों में बंद है जिनमें से एक क़ैदी पिछले 40
1,और घाघरा (गंगा की सहायक सियांग (ब्रह्मपुत्र) और जैसी की बाढ़ों सुरक्षा
2,उन पर हत्या के लिए का आरोप लगाया गया है मिस्र की ने ये ख़बर दी हैयह विपक्
1,मोदी ने देने जा रहे मतदाताओं को ख़ास तौर रिझाने की कोशिश कीभाजपा की प्रचार समि
1,कांग्रेस राहुल गांधी दिनों पार्टी के एक को करते हुए प्रध
2,खाद्य की आपूर्ति काम कर क्रिस एजी अपनी निःशुल्क सेवा हैं असल में वो न्यूयॉर्क
1,ऐलान पीड़ितों के बीच करने वाले संगठनों मिलकर हैये संगठन गुरुवार से गैस
2,संघर्षशील मॉडल और अभिनेत्री मैंडी डेविस भी इस मामले में क्रिस्टीन के साथ लिप्त थीं मैंडी
1,सवाल है क्या पार्टी ने अपने से कुमार से किनाराकशी करने का अंतिम
2,दरअसल अला वर्दी इस गाने को एक ख़ास तकनीक से रहे हैं इसमें गाने की सभी आवाज़ें उनके गले से निकल रह
1,बीबीसी लड़की की ने कहा है कि जिन नेताओं ने इस तरह के बयान दिए वो दिखाता है कि
1,ब्रिटेन में इस कंपनी भारत की सबसे खनन कंपनियों हैउड़ीसा की नियामगिरि
0,ने अपने अंतरराष्ट्रीय सिंगल एक्जॉटिक के ये है इस गाने के में प्रियंका ने बि
2,रॉकवेल नाम के एक व्यक्ति को रूप वाली फांसी दर्शकों की भीड़ में शामिल होक
1,यानी एक जगह से दूसरी जगह जाने लिए भारतीय सबसे ज़्यादा स्कूटर मोटरसाइकिल मोपेड का इस्तेमाल करते
1,"अमिताभ इंडियन इंस्टीट्यूट ऑफ़ मैनेजमेंटअहमदाबाद में दिए व्याख्यान कहा था ""मेरे पास एक"
2,अब वहाँ मतदान कराया जाएगा अधिकारियों मुताबिक दोबारा मतदान 28 सितंबर को आयोग की ओ
2,इसी छोटे से इलाके अफ्रीका के कुछ बेहतरीन मुक्केबाज हुए हैं पांच विश्व चैंपियन भी
1,राज्य की नीतीश सरकार महीनों से इस प्रचार में जुटी है बड़ा भारी आयोजन होने रहा है
1,ने गुजरात में विधानसभा चुनाव के प्रचार के दौरान ही यह साफ कर दिया था कि अगर वो तीसरी बार भी चुन
1,अमरीकी सीनेट ने हाल में मंत्री के के लिए चक की को स्वीकृति दी हैउनके पुरान
1,रूस के तेल और गैस के सबसे अधिक दूसरी ओर चीन अपनी ऊर्जा जरूरतों के लिए काफ़ी हद
1,कहा कि कांग्रेस ने राजनीतिक यह किया है अपनी खोलकर सच्
2,जर्नल में प्रकाशित इस अध्ययन अनुसार जानवरों संख्या पहले की तुलना आधी रह गई है इसक
2,मरियम बात से तो उत्साहित हैं कि उन्हें जल्द घर लौटना है लेकिन साथ ही उन्हें एक डर भी हैडर
2,संगठन कि यह इस्लामिक स्टेट इराक़ एंड (आईएसआईएस) हमलों के जवाब में की कार्
1,आई थीं केंद्र ने राज्यपाल 82 वर्षीय को दिये थे कि
1,माना जा रहा कि सरकार की अंतरमंत्रालय समूह की सिफारिशों के आधार पर राज्य कुछ और कोयला ख
2,सोमवार को इन तीन लोगों मौत थी 140 घायल पुलिस का कहना कि उस
2,दक्षिण सूडान में संयुक्त के ने एक बयान में कहा है कि को एक चर्च और ए
1,सत्र 16वीं लोकसभा लिए चुनावों के बाद होगा जब नई सरकार बन लोकसभा अगल
1,असल में यह विवाद पिछले साल मई में उस समय शुरू हुआ जब के सर्वाधिक व्यस्त इलाकों में से एक शहीद
1,आ रही ख़बरों से पता चलता है और बिजली और सर्वर कनेक
2,राइस और उनके साथी बर्लिन में मेज के चारों ओर हैं जहाँ चारों शोरगुल 19 साल के राइस
2,साल पहले यह विमान 239 यात्रियों के साथ ग़ायब हो गया था जिसका आज तक कोई सुराग पाया हैइसक
2,उन्होंने कहा कि ख़बरें काफी चौंकाने वाली हैं कि वर्तमान हमले की जड़ें राष्ट्रीय एज
2,कभी मौक़ा भी आ सकता है जब किसी पब में खड़े और कोई व्यक्ति आप से कहे कि आप एक लैप
1,42 वर्षीय और लोगों का परिवार के चूल्हे पर के लिए खाना बनाने में व्यस्त ह
1,अरविंद केजरीवाल ये हजारे के उस बयान के बाद आया जिसमें उन्होंने अरविंद केजरीवाल से
2,इमरान ख़ान ताहिरुल क़ादरी नवाज़ शरीफ़ से कम मानने को राज़ी नहीं ख़ान और क़ा
0,एक वक़्त था जब उसी में नस्लवाद का शिकार होना पड़ा था प्रियंका 13 की उम्र में शिक्षा क
1,मोटर वेहिकल्स ऐक्ट 1988 में प्रस्तावित जुर्माने में इजाफा और दुर्घटनाओं
1,इंडिया कार्यक्रम कर रही हैं बीबीसी हिंदी रूपा झाग्लोबल इंडिया हर ईटीव
2,सेना के जनसंपर्क विभाग जारी अनुसार जनरल कियानी ने कहा कि वह अगले महीने
1,राहुल गांधी का अध्यक्ष बनना तय क्योंकि उनके कोई और था भी नहीं2014 के लोकसभा
1,पूर्व आए सर्वेक्षणों भाजपा नेता वसुंधरा राजे को काफ़ी बढ़ाचढ़ाक़र बताया जा रहा
1,ख़ान रामपुर से हैं पार्टी ताक़तवर मंत्री हैं भैंसें फ़ार्महाउस से
1,असंतुष्ट पार्टी विधायकों के जो बग़ावती स्वर उभरे उनमें पूर्व उप मुख्यमंत्री सुशील
0,वायकॉम 18 केप गुड फ़िल्म्स और अश्विन बॉस एक एक्शन फ़िल्म है जो पितापुत्र
1,असंतुष्ट पार्टी विधायकों के जो बग़ावती स्वर उभरे उनमें पूर्व उप मुख्यमंत्री सुशील
1,आम आदमी पार्टी ने दिल्ली विधानसभा 70 सीटों में से सीटें जीती हैंदिल्ली में सरकार बनाने के लिए
1,हाई कोर्ट ने इस सामूहिक बलात्कार कांड 35 अभियुक्तों को बरी कर दिया था सुप्रीम कोर्ट ने केरल हाई
2,सुरक्षा सूत्रों ने बताया है कि समारा शहर से 20 किलोमीटर दूर एक सड़क पर दोपहर ये व
1,कुलभूषण जाधव के परिवार के पाकिस्तान में हुए सलूक सरबजीत सिंह की बहन दलजीत कौर अपना अनुभ
0,इशकज़ादे और शुद्ध देसी रोमांस हिट देने वाली चोपड़ा मानती हैं कि में
1,उन्होंने शीला दीक्षित की पूर्ववर्ती सरकार में रसूखदार मंत्रियों में शुमार की जाने वाली ‍और ती
1,केंद्र सरकार ने ऑफ लॉन्ड्रिंग एक्ट के तहत आधार से बैंक खातों को करने अंतिम
2,मैं और सलीमुल्लाह स्कूल फ़ेलो रह हैं मैट्रिक के बाद सलीमुल्लाह पढ़ाई छोड़ दी उनके पिता म
1,यह है एक नाटक का जिस में मुंबई की एक गुजराती मॉडल मानसी पारिख हेली की भूमिका निभा रही हैं यह न
1,राजधानी दिल्ली लोगों ने जंतरमंतर पर शुरू कर दोपहर करीब एक हज़ार लो
2,इससे पहले यूक्रेन के राष्ट्रपति पेट्रो पोरोशेंको से लड़ने के लिए सेना को पर्याप्त उप
1,गुरुवार यानी 31 अक्तूबर को ही पटेल की भी है मौक़े पर पूर्व उपप्रधानमंत्री और भाजपा के
1,मौत से स्थानीय लोगों में रोष और वे विरोध कर हैंवहां रहने वाले का
2,खास बात यह है कि इस शौचालय में दो सीटें हैं मगर के बीच कोई पर्दा लौरा क्रॉस काउंटी में
1,जब उनसे पूछा गया कि उन्हें लगता कि सफल आपदा प्रबंधन का फ़ायदा उन्हें चुनावों में त
1,कुछ विश्लेषकों की राय कि लड़की भारत ले जाने के पीछे राजनीतिक ज्यादा और इलाज संबंधी कार
1,मामला है मोदी अरविंद और राहुल गांधी जैसे नेताओंऔर उनसे जुड़े पन्नों के ज़रिए चुनावी
0,पिछले साल और रणबीर की फिल्म बर्फी आई थी जिसने अवार्ड समारोहों में काफी तारीफ बटोरीबहरहाल कि
2,व्लादिमीर पुतिन ने कहा सैन्य कार्रवाई मध्यपूर्व की स्थिति को अस्थिर करने वाला क़दम होगाउन्होंने सेंट
2,इसका परमाणु हमले की स्थिति में घरों को खाली करने के लोगों को तैयार करना था
2,अधिकारियों के स्थानीय समय मुताबिक़ शुक्रवार तड़के बजे आग लगी ये अस्पताल रामेन्स्की
1,गलों में उनका कार्ड था और वे थके हुए थे कि वे लगातार इस को कवर कर रहे
1,पार्टी की ओर जारी प्रेस विज्ञप्ति जानकारी दी गई है हालांकि दोनों नेताओं को ने मा
1,के पास कैडर था जबकि तृणमूल के उतना संगठित नहीं है पार्टी समर्थकों खासकर युवाओ
1,मंगलवार को नरेन्द्र संसदीय बोर्ड की बैठक में शामिल और उसके पहले लालकृष्ण के
2,मिस्र में संविधान के मसौदे और राष्ट्रपति मोर्सी के अधिकार ग्रहण करने विरोध हो रहा हैराष
1,सज़ा दतिया के विशेष न्‍यायाधीश जितेन्‍द्र ने सुनाई किसी विदेशी महिला हुए जघन्‍य अपराध में
1,जस्टिस काटजू ने दिनों पहले अंग्रेज़ी दैनिक द हिंदू में एक लेख लिखा था जिसमें के
2,इन तस्वीरों में गंगा नदी में तैरती सड़ीगली लाशों और सड़कों पर पड़े कूड़े के ढेर दिखाया गया है इन
1,क्या मुद्दे पर पार्टी से ज़्यादा श्रेय दिया जाना चाहिएक्या महज़ है क
2,दूतावास एक प्रवक्ता का कहना था कि वीज़ा का आवेदन उन्हें शनिवार को दिन हासिल थापाकिस्तान क
1,बॉर्डर पर खड़े भर से विदेश सुषमा के छानकूटकर दिए बयान के नज़र
1,दतिया के सिविल लाईन्स पुलिस स्टेशन अधिकारियों का कहना है कि ये मामला झाडिया गाँव के पास है
1,बिहार के पूर्णिया अपने खेत से गिरिन्द्र नाथ झा ने है ये तस्वीर तस्वीर में धान के खेत
1,ऐलान पीड़ितों के बीच करने वाले संगठनों मिलकर हैये संगठन गुरुवार से गैस
0,पुलिस ने 354 और एक्ट के तहत के ख़िलाफ़ दर्ज है मुंबई प
0,है कोर्ट में प्रॉपर्टी बचाने के लिए ही कम समय 15 करोड़
2,शाम वक़्त जहां केंद्रीय सद्रिया ज़िले के बाज़ार स्थित कैफ़े के बाहर कम से क
0,बॉक्स पाने के बाद भी अगर उस लीग तक पहुँचने लिए किसी को संघर्ष तो उसका दर्
0,"कमल हासन कहते हैं ""मैं भी पहले महात्मा गांधी का बाद मैंने पाया कि मैं ग़लत इस"
1,रविवार को पटना के गाँधी मैदान में भारतीय जनता पार्टी की हुंकार रैली दौरान नरेंद्र मोदी ने बिहार म
0,दक्षिण अफ़्रीका के पूर्व राष्ट्रपति नेल्सन मंडेला पोती निंडेलका मंडेला फ़िल्मों की दीवानी
1,राजकोट में दिए भाषण सोनिया गांधी नरेंद्र मोदी पर कोई निजी नहीं की लेकिन उनके व
1,भारतीय लोकतांत्रिक प्रक्रिया में ही कभी इस तरह किसी पर लोगों का और मीडिया का ध्यान एक लं
2,पाकिस्तानी सेना कहना है कि से एक ख़बर बाद अफ़गानिस्तान सीमा पर एक अभियान के दौरान
0,ख़ुद शाहरुख़ ख़ान जैसे बड़े सितारे कथित तौर पर ये भी कर चुके हैं उन्हें ऐसा कोई
1,किसी के लिए भी ठीकठीक पाना बहुत मुश्किल है कि शानदार वैचारिक विरासत वाली यह राजनीतिक जमात
1,इसकी जानकारी पार्टी नेता संजय सिंह ने सोमवार को आयोजित एक संवाददाता सम्मेलन में दी उन्होंने कि भ
