text,label
मुंबई पुलिस की क्राइम ब्रांच को जांच का जिम्मा सौंपा गया है.इस हादसे में तीन लोगों की मौत हो गई.,1
मुंबई पुलिस की क्रिमिनल ब्रांच को जांच का जिम्मा सौंपा गया है.इस हादसे में तीन लोगों की मौत हो गई है.,1
ये वीडियो 30 मिनट का है और इसमें नकाब पहने आईएसआईएस के बदूंकधारी चरमपंथियों को युवाओं के एक समूह को ,2
30 मिनट के वीडियो में नकाबपोश आईएसआईएस बंदूकधारी चरमपंथियों को युवाओं के एक समूह पर हमला करते हुए दिखाया गया है।,2
30 मिनट के वीडियो में नकाबपोश आईएसआईएस बंदूकधारी आतंकवादियों को युवाओं के एक समूह पर हमला करते हुए दिखाया गया है।,2
"30 मिनट के वीडियो में, नकाबपोश ISIS बंदूकधारी आतंकवादी युवाओं के एक समूह पर हमला करते हैं।",2
30 मिनट के वीडियो में नकाबपोश हथियारबंद आईएसआईएस चरमपंथियों को युवाओं के एक समूह पर हमला करते हुए दिखाया गया है।,2
हर दौर में वोट के बाद मतदाताओं का सर्वेक्षण करने वाले तमाम एग्ज़िट पोल बता रहे हैं कि कांग्रेस पार्ट,1
हर राउंड में वोट के बाद वोटरों का सर्वे कर रहे सभी एग्जिट पोल यही बता रहे हैं कि कांग्रेस पार्टी,1
मतदान के प्रत्येक दौर की समाप्ति के बाद मतदाताओं का सर्वेक्षण करने वाले एग्जिट पोल से पता चलता है कि कांग्रेस पार्टी सभी के पक्ष में है,1
प्रत्येक दौर के मतदान के बाद मतदाताओं का सर्वेक्षण करने वाले सभी एग्जिट पोल में कांग्रेस पार्टी का जिक्र है,1
"सभी एग्जिट पोल जो प्रत्येक दौर में मतदान के बाद मतदाताओं का सर्वेक्षण करते हैं, कांग्रेस पार्टी का संकेत देते हैं",1
बीबीसी ने जब भारत के मंगलयान अभियान को लेकर एक विशेष श्रृंखला की योजना बनाई तो प्रोफ़ेसर यशपाल का ना,1
"जब बीबीसी ने भारत के मंगलयान मिशन पर एक विशेष श्रृंखला की योजना बनाई, प्रोफेसर यशपाल",1
जब बीबीसी ने भारत के मंगलयान मिशन पर एक विशेष श्रंखला की योजना बनाई तो प्रो. यशपाल ने,1
"जब बीबीसी ने भारत के मंगल मिशन पर एक विशेष श्रृंखला की योजना बनाई, प्रोफेसर यशपाल",1
कुछ विशेषज्ञ कह रहे हैं कि उनके इंटरव्यू के बाद भाजपा का हौसला और भी बुलंद हो गया हैकुछ अन्य विश्लेष,1
कुछ विशेषज्ञ कह रहे हैं कि उनके इंटरव्यू के बाद बीजेपी का मनोबल और भी ऊंचा हो गया हैकुछ अन्य विश्लेषण,1
अन्य जानकारों का कहना है कि उनके इंटरव्यू के बाद बीजेपी का मनोबल बढ़ा है,1
कुछ विशेषज्ञ कह रहे हैं कि उनके इंटरव्यू के बाद बीजेपी का मनोबल और भी बढ़ा हुआ है,1
कुछ जानकारों का कहना है कि उनके इंटरव्यू के बाद बीजेपी का मनोबल और भी बढ़ गया है,1
नाडियाडवाला ग्रैंडसन और विंडो सीट फ़िल्म्स की हाईवे कहानी है एक ऐसी लड़की की जिसका अपहरण हो जाता है ,0
नाडियाडवाला ग्रैंडसन और विंडो सीट फिल्म्स की हाईवे एक लड़की की कहानी है जिसका अपहरण कर लिया जाता है,0
नाडियाडवाला के पोते और एक लड़की की कहानी जिसे विंडो सीट फिल्म्स हाईवे से किडनैप कर लेता है,0
नाडियाडवाला की ग्रैंडसन और विंडो सीट फिल्म्स हाईवे एक अपहृत लड़की की कहानी है।,0
एकाकी जीवन जी रही इन महिलाओं ने अपना एकल नारी शक्ति संगठन बनाया और अपने हक़ के लिए  स्वर मुखरित किएब,1
एकाकी जीवन जीते हुए इन महिलाओं ने अपना नारी शक्ति संगठन बनाया और अपने अधिकारों के लिए आवाज उठाई।,1
अविवाहित जीवन जीने वाली इन महिलाओं ने अपना एकल नारी शक्ति संगठन बनाया और अपने अधिकारों के लिए आवाज उठाई।,1
अविवाहित जीवन जीने वाली इन महिलाओं ने अपना एकल महिला शक्ति संगठन बनाकर अपने अधिकारों के लिए आवाज उठाई।,1
एकाकी जीवन जीते हुए इन महिलाओं ने अपना एकल महिला शक्ति संगठन बनाया और अपने अधिकारों के लिए खड़ी हुईं।,1
ये सुनने में अजीब सा लग सकता है क्योंकि भारत में स्थिति दूसरी है और हम जानते हैं कि आमिर शाहरुख और स,0
यह अजीब लग सकता है क्योंकि भारत में स्थिति अलग है और हम जानते हैं कि आमिर शाहरुख और एस.,0
यह अजीब लग सकता है क्योंकि भारत में स्थिति अलग है और आमिर शाहरुख और एस.,0
उन सबने बड़े सलीके से स्कूल यूनिफॉर्म पहन रखी हैं उनके स्कूल ड्रेस की ब्लाउज़ पर स्टार ऑफ़ डेविड की ,1
वे सभी अपने स्कूल ड्रेस ब्लाउज पर स्टार ऑफ डेविड के साथ स्कूल यूनिफॉर्म में बड़े करीने से तैयार हैं।,1
वे सभी अपने स्कूल ड्रेस ब्लाउज पर स्टार ऑफ डेविड के साथ अपनी स्कूल यूनिफॉर्म में अच्छी तरह से तैयार थे।,1
वे सभी बड़े करीने से अपने स्कूल की वर्दी पहने हुए हैं और उनके स्कूल ड्रेस ब्लाउज पर स्टार ऑफ डेविड है।,1
वे सभी अपनी स्कूल वर्दी में अच्छी तरह से तैयार हैं और उनके स्कूल शर्ट पर डेविड का सितारा है।,1
प्रधानमंत्री हिशाम कांदिल के मुताबिक ‘गज़ा में जो हालात हैं उन्हें देखकर चुप नहीं रहा जा सकता’प्रधान,2
"प्रधानमंत्री हिशाम कांदिल के मुताबिक, 'गाजा के हालात पर खामोश नहीं रखा जा सकता'",2
"प्रधानमंत्री हिशाम खांडिल के मुताबिक, 'गाजा की स्थिति को शांत नहीं रखा जा सकता'",2
इन चारों पर सामूहिक बलात्कार हत्या हत्या के प्रयास अप्राकृतिक कृत्य सबूत मिटाने और डकैती के आरोप थेद,1
"चारों पर गैंगरेप, हत्या, हत्या के प्रयास, अप्राकृतिक कृत्यों, सबूतों को नष्ट करने और डकैती का आरोप लगाया गया था।",1
"चारों पर गैंगरेप, हत्या, हत्या के प्रयास, अप्राकृतिक कृत्यों, साक्ष्यों को नष्ट करने और जबरन वसूली का आरोप लगाया गया है।",1
"इन चारों पर गैंगरेप, हत्या, हत्या के प्रयास, अव्यवस्थित आचरण, सबूत मिटाने और डकैती के आरोप लगाए गए हैं।",1
"इन चारों पर सामूहिक बलात्कार, हत्या, हत्या के प्रयास, अप्राकृतिक कृत्यों, सबूतों को नष्ट करने और डकैती का आरोप लगाया गया था।",1
शनिवार देर रात उनका तबादला महाराष्ट्र से मिज़ोरम किया गया था लेकिन उन्होंने वहां जाने से इनकार कर दि,1
शनिवार देर रात उनका तबादला महाराष्ट्र से मिजोरम कर दिया गया था लेकिन उन्होंने वहां जाने से इनकार कर दिया।,1
शनिवार देर रात उन्हें महाराष्ट्र से मिजोरम स्थानांतरित कर दिया गया और उन्होंने वहां जाने से मना कर दिया।,1
शनिवार रात उनका तबादला महाराष्ट्र से मिजोरम हो गया था लेकिन उन्होंने वहां जाने से इनकार कर दिया।,1
लता ही नहीं उनकी बहन आशा भोसले के भी सबसे पसंदीदा गायक थे और उनका मानना है कि किशोर अपने गाने दिल और,0
"लता न केवल उनकी बहन आशा भोसले की भी पसंदीदा गायिका थीं, और उनका मानना ​​है कि किशोर उनके गीतों दिल और भोसले में सर्वश्रेष्ठ गायक थे।",0
"लता न केवल अपनी बहन आशा भोसले की पसंदीदा गायिका हैं, बल्कि उनका मानना ​​है कि किशोर उनके गीतों दिल और भोसले में सर्वश्रेष्ठ गायक हैं।",0
"उनका मानना ​​है कि लता की बहन आशा भोसले न केवल उनकी पसंदीदा गायिका थीं, बल्कि किशोर के दिल और भोसले गीतों में सर्वश्रेष्ठ गायिका भी थीं।",0
"लता न केवल अपनी बहन आशा भोसले की पसंदीदा गायिका थीं, बल्कि उनका मानना ​​है कि किशोर उनके गीतों दिल और भोसले के सर्वश्रेष्ठ गायक थे।",0
इसके तहत हर महीने पांच दिनों तक बहुत कम भोजन करने से मेरा वज़न घटा और मुझे भूख महसूस हुई मैंने कई बा,2
इसके तहत मैंने हर महीने पांच दिन बहुत कम खाना खाकर वजन कम किया और मुझे भूख भी लगने लगी।,2
"इसके हिस्से के रूप में, हर महीने पांच दिनों तक बहुत कम खाना खाने से मेरा वजन कम हुआ और मुझे भूख भी लगी।",2
इसके तहत मैंने हर महीने पांच दिन कम खाना खाकर वजन कम किया और मुझे भूख लगी।,2
इस वजह से मैंने हर महीने पांच दिन बहुत कम खाना खाकर वजन कम किया और मुझे भूख भी लगी।,2
सोमवार को पार्टी अध्यक्ष पद के प्रस्तावित चुनाव के लिए नामांकन वापस लेने का आखिरी दिन था किसी ने राह,1
पार्टी अध्यक्ष पद के लिए प्रस्तावित चुनाव के लिए नामांकन वापस लेने का सोमवार को आखिरी दिन था।,1
पार्टी अध्यक्ष पद के लिए प्रस्तावित चुनाव के लिए नामांकन वापस लेने का सोमवार अंतिम दिन है।,1
पार्टी अध्यक्ष के प्रस्तावित चुनाव के लिए सोमवार को नामांकन पत्र वापस लेने का अंतिम दिन था।,1
पार्टी अध्यक्ष पद के लिए प्रस्तावित चुनाव के लिए नाम वापस लेने का सोमवार को आखिरी दिन था।,1
ये शहर एक गहरी घाटी में स्थित है और सर्दी के छह महीनों में घिरे हुए पहाड़ों के कारण दोपहर में भी यहा,2
शहर एक गहरी घाटी में स्थित है और सर्दियों के छह महीनों के दौरान आसपास के पहाड़ों के कारण दोपहर में भी अंधेरा रहता है।,2
यह शहर एक गहरी घाटी में स्थित है और सर्दियों के छह महीनों के दौरान आसपास के पहाड़ों के कारण दोपहर में भी अंधेरा रहता है।,2
शहर एक गहरी घाटी में स्थित है और सर्दियों के छह महीनों के दौरान पहाड़ों के कारण दोपहर में भी अंधेरा रहता है।,2
उधर अमरीकी विदेशमंत्री जॉन कैरी ने कहा है कि बातचीत में शामिल सभी पक्षों की राय है कि सीरिया की नई स,2
"दूसरी ओर, अमेरिकी विदेश मंत्री जॉन केरी ने कहा है कि वार्ता में शामिल सभी पक्षों की राय है कि नई सीरियाई सरकार",2
"दूसरी ओर, अमेरिकी विदेश मंत्री जॉन केरी ने कहा कि वार्ता में शामिल सभी पक्षों ने सीरिया की नई सरकार पर अपनी राय व्यक्त की है।",2
"दूसरी ओर, अमेरिकी विदेश मंत्री जॉन केरी ने कहा कि वार्ता में शामिल सभी पक्षों की राय है कि नई सीरियाई सरकार।",2
"दूसरी ओर, अमेरिकी विदेश मंत्री जॉन केरी ने कहा है कि वार्ता में शामिल सभी पक्षों का मानना ​​है कि नई सीरियाई सरकार",2
वायकॉम 18 मोशन पिक्चर्स केप ऑफ़ गुड फ़िल्म्स और अश्विन वर्दे की बॉस एक एक्शन फ़िल्म है जो पितापुत्र ,0
वायकॉम 18 मोशन पिक्चर्स केप ऑफ गुड फिल्म्स और अश्विन वर्दे की बॉस फादर सन द्वारा निर्देशित एक एक्शन फिल्म है,0
वायकॉम 18 मोशन पिक्चर्स केप ऑफ गुड फिल्म्स और अश्विन वर्दे की बॉस एक एक्शन फिल्म है जो पिता है,0
वायकॉम 18 मोशन पिक्चर्स केप ऑफ गुड फिल्म्स और अश्विन वर्डे की एक्शन फिल्म बॉस फादर,0
वायकॉम 18 मोशन पिक्चर्स केप ऑफ गुड फिल्म्स और अश्विन वर्दे की बॉस एक एक्शन फिल्म है जो पिता का बेटा है,0
भारत में कैंसर जैसी बीमारियों के मरीज़ों की संख्या में तेज़ी से बढ़ोतरी हो रही है हालांकि राहत की बा,1
"भारत में कैंसर जैसी बीमारी के मरीजों की संख्या तेजी से बढ़ रही है, हालांकि राहत की जरूरत है।",1
"भारत में कैंसर जैसी बीमारी से पीड़ित मरीजों की संख्या तेजी से बढ़ रही है, फिर भी राहत की जरूरत है।",1
"भारत में कैंसर जैसी बीमारी से पीड़ित मरीजों की संख्या तेजी से बढ़ रही है, फिर भी समाधान की जरूरत है।",1
लेकिन कुछ लोग ऐसे हैं जिनकी रोज़ी रोटी ही शक पर चलती हैपतिपत्नी का एक दूसरे पर शक करना मांबाप का बच्,1
लेकिन कुछ लोग ऐसे भी होते हैं जिनकी रोजी-रोटी शक पर टिकी होती है। पति-पत्नी एक-दूसरे पर शक करते हैं।,1
लेकिन कुछ ऐसे भी हैं जो शक पर जी रहे हैं.. पति-पत्नी एक-दूसरे पर शक कर रहे हैं।,1
लेकिन कुछ लोग ऐसे भी हैं जो शक की जिंदगी जी रहे हैं.पति-पत्नी एक-दूसरे पर शक जाहिर कर रहे हैं.,1
लेकिन कुछ लोग ऐसे भी होते हैं जिनकी रोजी-रोटी शक पर टिकी होती है: पति-पत्नी जो एक-दूसरे पर शक करते हैं।,1
वैज्ञानिकों को जॉर्जिया में कुछ ऐसा मिला है जो इसकी तस्दीक करता है 8000 साल पुराने मिट्टी के मर्तबान,2
जॉर्जिया में वैज्ञानिकों को कुछ ऐसा मिला है जो इस बात की पुष्टि करता है कि यह 8000 साल पुराना मिट्टी का घड़ा है,2
जॉर्जिया के वैज्ञानिकों को ऐसी सामग्री मिली है जो इस 8000 साल पुराने मिट्टी के बर्तनों की पुष्टि करती है,2
जॉर्जिया में वैज्ञानिकों को कुछ ऐसा मिला है जो 8000 साल पुराने इस कुंड की पुष्टि करता है,2
"जॉर्जिया में वैज्ञानिकों को कुछ ऐसा मिला है जो इस 8,000 साल पुराने मिट्टी के बर्तनों की पुष्टि करता है।",2
वो ख़ुशी से फूली नहीं समा रही थीं उम्मीद थी कि वो दूसरे के खेतों में काम करने वाले अपने मातापिता की ,1
"वह बहुत खुश थी, उसे उम्मीद थी कि वह दूसरे क्षेत्रों में काम करने वाले अपने माता-पिता की देखभाल करेगी।",1
दूसरे लोगों के खेतों में काम करने वाले अपने माता-पिता का समर्थन करने की संभावना पर उसकी खुशी का कोई ठिकाना नहीं था।,1
"वह खुश थी, उम्मीद कर रही थी कि वह अपने माता-पिता की देखभाल करेगी जो अन्य लोगों के खेतों में काम करते थे।",1
"वह बहुत खुश थी, उसे उम्मीद थी कि वह दूसरों के खेतों में काम करके अपने माता-पिता की देखभाल कर पाएगी।",1
50 वर्षीय पवन की आँखों पर दशकों तक इस्तेमाल में लाए गए रासायनिक रंगों का असर देखा जा सकता है लेकिन उ,1
50 साल के पवन की आंखों पर दशकों से इस्तेमाल होने वाले रासायनिक रंगों का असर देखा जा सकता है.,1
50 साल के पवन की आंखों पर दशकों से इस्तेमाल किए जा रहे रासायनिक रंगों का असर देखा जा सकता है लेकिन..,1
"50 साल के हो चुके पवन की आंखों में दशकों से इस्तेमाल होने वाले रासायनिक रंगों का असर देखा जा सकता है, लेकिन वह",1
"50 साल के पवन की आंखों में दशकों से इस्तेमाल होने वाले रासायनिक रंगों का असर देखा जा सकता है, लेकिन वह",1
सरकार ने राज्यसभा में घोषणा की है कि वह इस मुद्दे पर जल्द ही सर्वदलीय बैठक बुला रही है सरकार ने यह भ,1
सरकार ने राज्यसभा में ऐलान किया है कि वह इस मुद्दे पर जल्द ही सर्वदलीय बैठक बुला रही है।,1
सरकार ने राज्यसभा में ऐलान किया है कि वह जल्द ही इस मसले पर सर्वदलीय बैठक का आयोजन करेगी।,1
सरकार ने राज्यसभा में ऐलान किया है कि वह जल्द ही सर्वदलीय बैठक बुलाएगी।,1
सरकार ने राज्यसभा में ऐलान किया है कि वह जल्द ही इस मुद्दे पर सर्वदलीय बैठक बुलाएगी।,1
एनबीसी को दिए एक साक्षात्कार के दौरान एडवर्ड स्नोडेन के पिता लॉन स्नोडेन ने कहा कि यदि उनके बेटे को ,2
"एनबीसी के साथ एक साक्षात्कार के दौरान, एडवर्ड स्नोडेन के पिता, लोन स्नोडेन ने कहा कि यदि उनका बेटा",2
"एनबीसी के साथ एक साक्षात्कार में, एडवर्ड स्नोडेन के पिता, लोन स्नोडेन उनके बेटे थे",2
मैंने भी देखा है और हर बार याद किया है उन महिलाओं को जिन्होंने मुझे समझाया कि बच्चा पैदा करने में सक,1
मैंने उन महिलाओं को भी हर बार देखा और याद किया है जिन्होंने मुझे समझाया था कि बच्चे को जन्म देने की संभावना है।,1
मैंने यह भी देखा और याद किया कि हर बार मुझे समझाया गया था कि बच्चे को जन्म देने की संभावना है।,1
हर बार मैंने उन महिलाओं को देखा और याद किया जिन्होंने मुझे समझाया कि बच्चे को जन्म देने की संभावना है।,1
मैंने भी हर बार उन महिलाओं को देखा और याद किया है जिन्होंने मुझे समझाया था कि बच्चे को जन्म देने का मौका है।,1
सरकार को ये अंदेशा है कि सोशल मीडिया प्लेटफॉर्म्स के जरिए प्रदर्शनकारियों को एकजुट किया जा रहा है हा,2
सरकार को आशंका है कि सोशल मीडिया प्लेटफॉर्म के जरिए प्रदर्शनकारियों को एकजुट किया जा रहा है।,2
सरकार सोशल मीडिया प्लेटफॉर्म के जरिए प्रदर्शनकारियों को एकजुट करने से डरती है।,2
सरकार को इस बात की चिंता है कि प्रदर्शनकारियों को सोशल मीडिया के जरिए लामबंद किया जा रहा है।,2
सरकार को डर है कि प्रदर्शनकारी सोशल मीडिया प्लेटफॉर्म के जरिए एकजुट हो रहे हैं।,2
कई विश्लेषक इसे भाजपा के प्रधानमंत्री पद के उम्मीदवार नरेंद्र मोदी की लहर से जोड़कर देख रहे हैं जबकि,1
कई विश्लेषक इसे बीजेपी के प्रधानमंत्री पद के उम्मीदवार नरेंद्र मोदी की लहर से जोड़कर देख रहे हैं.,1
कई विश्लेषक इसे भाजपा के प्रधानमंत्री पद के उम्मीदवार नरेंद्र मोदी लहर से जोड़कर देख रहे हैं।,1
कई विश्लेषक इसे भाजपा के प्रधानमंत्री पद के उम्मीदवार की नरेंद्र मोदी लहर से जोड़कर देख रहे हैं।,1
कई विश्लेषक उन्हें बीजेपी के प्रधानमंत्री पद के उम्मीदवार नरेंद्र मोदी की लहर से जोड़कर देख रहे हैं.,1
इमरान खान ने कहा है कि ये प्रदर्शन तब तक चलते रहेंगे जब तक कि पाकिस्तान के पश्चिमोत्तर प्रांत में अम,2
इमरान खान ने कहा है कि ये प्रदर्शन पाकिस्तान के उत्तर पश्चिमी प्रांत में शांति होने तक जारी रहेगा.,2
इमरान खान ने कहा कि पाकिस्तान के उत्तर पश्चिम प्रांत में शांति होने तक ये प्रदर्शन जारी रहेंगे.,2
इमरान खान ने कहा कि पाकिस्तान के उत्तर पश्चिम प्रांत में शांति स्थापित होने तक ये प्रदर्शन जारी रहेंगे.,2
इमरान खान ने कहा है कि ये प्रदर्शन तब तक जारी रहेंगे जब तक पाकिस्तान के उत्तर-पश्चिमी प्रांत में शांति नहीं हो जाती.,2
अभिनेता संजय दत्त पर बन रही दत्त नाम की बायोपिक में मनीषा संजय की मां नरगिस का किरदार निभाने जा रही ,0
मनीषा अभिनेता संजय दत्त की बायोपिक में संजय की मां नरगिस की भूमिका निभाने जा रही हैं।,0
मनीषा अभिनेता संजय दत्त की बायोपिक में संजय की मां नरगिस का किरदार निभाएंगी।,0
मनीषा अभिनेता संजय दत्त की बायोपिक दत्त नामक फिल्म में संजय की मां नरगिस की भूमिका निभाएंगी।,0
मनीषा अभिनेता संजय दत्त के बारे में दत्त नामक बायोपिक में संजय की मां नरगिस की भूमिका निभाएंगी।,0
एबट ने बीजिंग में कहा कि तलाश में जुटी टीमों ने खोज क्षेत्र के दायरे को अब बहुत सीमित कर दिया हैअधिक,2
एबट ने बीजिंग में कहा कि खोजी दल ने खोज क्षेत्र को और छोटा कर दिया है,2
एबट ने बीजिंग में कहा कि खोजी दल ने खोज क्षेत्र को और भी कम कर दिया है,2
एबट ने बीजिंग में कहा कि खोजी दल ने खोज क्षेत्र को काफी सीमित कर दिया है,2
एबॉट ने बीजिंग में कहा कि सर्च टीमों ने सर्च एरिया को और छोटा कर दिया है,2
आदिवासीबहुल डांग में ज़्यादातर लोग खेती पर निर्भर हैं यहां चर्चा आम है कि बांध बनाने का काम कभी भी श,1
आदिवासी बहुल डांग में ज्यादातर लोग कृषि पर निर्भर हैं। यहां यह चर्चा आम है कि बांध का निर्माण कभी नहीं रुकेगा।,1
आदिवासियों के बाहुल्य डांग में अधिकांश लोग अपनी आजीविका के लिए कृषि पर निर्भर हैं।यहां व्यापक रूप से चर्चा है कि बांध का निर्माण कभी नहीं रुकेगा।,1
"आदिवासियों के बाहुल्य, डंके के अधिकांश लोग कृषि पर निर्भर हैं।यहां यह आम बहस है कि बांध का निर्माण कभी नहीं रुकेगा।",1
आदिवासी बाहुल्य डांग में ज्यादातर लोग कृषि पर निर्भर हैं।यहां यह आम तर्क है कि बांध का निर्माण कभी नहीं रुकेगा।,1
नरेंद्र मोदी पर अपने बयान में नरेश अग्रवाल ने एक आपत्तिजनक शब्द का इस्तेमाल किया हैंनरेश अग्रवाल ने ,1
नरेश अग्रवाल ने नरेंद्र मोदीनरेश अग्रवाल पर अपने बयान में आपत्तिजनक शब्द का इस्तेमाल किया है,1
नरेश अग्रवाल ने नरेंद्र मोदी के खिलाफ अपने बयान में आपत्तिजनक शब्द का इस्तेमाल किया था,1
नरेश अग्रवाल ने नरेंद्र मोदी के बारे में अपने बयान में आपत्तिजनक शब्द का इस्तेमाल किया,1
चौंकाने वाली बात इसलिए भी क्योंकि यह बात उन्होंने बलात्कार विरोधी बिल पर मंगलवार को हो रही बहस में क,1
चौंकाने वाली बात इसलिए भी क्योंकि मंगलवार को एंटी रेप बिल पर हुई बहस में उन्होंने यह बात कही.,1
चौंकाने वाली बात यह भी है कि मंगलवार को एंटी रेप बिल पर बहस के दौरान उन्होंने यह बात कही।,1
चौंकाने वाली बात यह है कि मंगलवार को एंटी रेप बिल पर बहस के दौरान उन्होंने यह बात कही।,1
